,term,cosine_sim_with_core, closest_terms_from_core
0,ceremonial,0.26907066,"[('ceremonial', 0.9999998807907104), ('ritual', 0.5492954254150391), ('rationalized', 0.330548495054245)]"
1,coercion,0.2887873,"[('coercion', 0.9999998807907104), ('coercive', 0.7483768463134766), ('legitimate', 0.42388206720352173)]"
2,coercive,0.33558583,"[('coercive', 1.0), ('coercion', 0.7483768463134766), ('legitimate', 0.46505916118621826)]"
3,conform,0.32967436,"[('conform', 0.9999998211860657), ('norms', 0.554225742816925), ('conformity', 0.5209583640098572)]"
4,conformity,0.34670448,"[('conformity', 1.0000001192092896), ('norms', 0.5562041997909546), ('conform', 0.5209583640098572)]"
5,cultural,0.27481747,"[('cultural', 1.0000001192092896), ('institutional', 0.5331804752349854), ('norms', 0.40401726961135864)]"
6,decoupled,0.28920895,"[('decoupled', 1.0), ('rationalized', 0.3846312463283539), ('loosely_coupled', 0.37653908133506775)]"
7,diffuse,0.33410913,"[('diffuse', 0.9999998211860657), ('diffusion', 0.5188144445419312), ('taken_granted', 0.41459953784942627)]"
8,diffusion,0.32449895,"[('diffusion', 0.9999997615814209), ('institutionalization', 0.5752015113830566), ('innovation', 0.5328093767166138)]"
9,imitate,0.28410038,"[('imitate', 0.9999999403953552), ('imitation', 0.6666123867034912), ('mimetic', 0.5061920881271362)]"
10,imitation,0.3023891,"[('imitation', 1.0000001192092896), ('imitate', 0.6666123867034912), ('diffusion', 0.5224403142929077)]"
11,innovation,0.2572676,"[('innovation', 1.0000001192092896), ('diffusion', 0.5328093767166138), ('imitation', 0.48270997405052185)]"
12,institutional,0.3718353,"[('institutional', 1.0000001192092896), ('organizational_field', 0.5925328731536865), ('institutionalization', 0.5887587070465088)]"
13,institutionalize,0.33333862,"[('institutionalize', 1.0), ('institutionalization', 0.4870836138725281), ('legitimate', 0.47918564081192017)]"
14,institutionalization,0.3926977,"[('institutionalization', 0.9999998807907104), ('institutional', 0.5887587070465088), ('diffusion', 0.5752015113830566)]"
15,isomorphic,0.34590104,"[('isomorphic', 1.0), ('mimetic', 0.45952415466308594), ('organizational_field', 0.4324805736541748)]"
16,legitimacy,0.3956016,"[('legitimacy', 1.0), ('legitimate', 0.6487448811531067), ('institutional', 0.5691306591033936)]"
17,legitimate,0.3859668,"[('legitimate', 0.9999998807907104), ('legitimacy', 0.6487448811531067), ('taken_granted', 0.5205843448638916)]"
18,loosely_coupled,0.29923913,"[('loosely_coupled', 1.0000001192092896), ('isomorphic', 0.4110681414604187), ('decoupled', 0.37653908133506775)]"
19,mimetic,0.34401554,"[('mimetic', 1.0000001192092896), ('imitate', 0.5061920881271362), ('imitation', 0.47920334339141846)]"
20,norm,0.3009158,"[('norm', 1.0), ('norms', 0.7124671936035156), ('normative', 0.5657549500465393)]"
21,normative,0.4027312,"[('normative', 1.0000001192092896), ('norms', 0.6918001174926758), ('norm', 0.5657549500465393)]"
22,norms,0.38911283,"[('norms', 0.9999999403953552), ('norm', 0.7124671936035156), ('normative', 0.6918001174926758)]"
23,organizational_field,0.3411581,"[('organizational_field', 0.9999997615814209), ('institutional', 0.5925328731536865), ('legitimacy', 0.5236252546310425)]"
24,profession,0.26062626,"[('profession', 1.0000001192092896), ('professional', 0.654997706413269), ('organizational_field', 0.3940306007862091)]"
25,professional,0.29019958,"[('professional', 1.0000001192092896), ('profession', 0.654997706413269), ('institutional', 0.3963959217071533)]"
26,rationalize,0.26148024,"[('rationalize', 0.9999999403953552), ('rationalized', 0.5167598128318787), ('legitimate', 0.4324882924556732)]"
27,rationalized,0.3188612,"[('rationalized', 1.0), ('rationalize', 0.5167598128318787), ('legitimate', 0.44337135553359985)]"
28,ritual,0.24999106,"[('ritual', 0.9999998807907104), ('ceremonial', 0.5492954254150391), ('taken_granted', 0.34368860721588135)]"
29,socially_constructed,0.31005558,"[('socially_constructed', 1.0000001192092896), ('taken_granted', 0.5885109901428223), ('legitimate', 0.4874454736709595)]"
30,taken_granted,0.3635933,"[('taken_granted', 1.0000001192092896), ('socially_constructed', 0.5885109901428223), ('legitimate', 0.5205842852592468)]"
0,coercive,0.33558583,"[('coercive', 1.0), ('coercion', 0.7483768463134766), ('legitimate', 0.46505916118621826)]"
1,conceptions,0.23841202,"[('normative', 0.45602989196777344), ('socially_constructed', 0.45164424180984497), ('norms', 0.4109664559364319)]"
2,conform,0.32967436,"[('conform', 0.9999998211860657), ('norms', 0.554225742816925), ('conformity', 0.5209583640098572)]"
3,conforming,0.3175913,"[('conform', 0.6506941914558411), ('conformity', 0.5648020505905151), ('norms', 0.5108444690704346)]"
4,conformity,0.34670448,"[('conformity', 1.0000001192092896), ('norms', 0.5562041997909546), ('conform', 0.5209583640098572)]"
5,cultural,0.27481747,"[('cultural', 1.0000001192092896), ('institutional', 0.5331804752349854), ('norms', 0.40401726961135864)]"
6,decoupling,0.29545918,"[('decoupled', 0.6133528351783752), ('institutional', 0.4537094831466675), ('institutionalization', 0.44878560304641724)]"
7,diffuse,0.33410913,"[('diffuse', 0.9999998211860657), ('diffusion', 0.5188144445419312), ('taken_granted', 0.41459953784942627)]"
8,diffused,0.29623654,"[('diffuse', 0.6222323775291443), ('diffusion', 0.543228805065155), ('institutionalization', 0.4161376953125)]"
9,diffusion,0.32449895,"[('diffusion', 0.9999997615814209), ('institutionalization', 0.5752015113830566), ('innovation', 0.5328093767166138)]"
10,ideological,0.26170918,"[('normative', 0.4421042203903198), ('institutional', 0.40449056029319763), ('cultural', 0.39419102668762207)]"
11,ideologies,0.29167297,"[('norms', 0.4661690592765808), ('normative', 0.4536038041114807), ('socially_constructed', 0.41449809074401855)]"
12,illegitimate,0.27466044,"[('legitimate', 0.6747682094573975), ('legitimacy', 0.4601893424987793), ('coercive', 0.4001138508319855)]"
13,imitate,0.28410038,"[('imitate', 0.9999999403953552), ('imitation', 0.6666123867034912), ('mimetic', 0.5061920881271362)]"
14,imitation,0.3023891,"[('imitation', 1.0000001192092896), ('imitate', 0.6666123867034912), ('diffusion', 0.5224403142929077)]"
15,imperative,0.27814952,"[('normative', 0.40041935443878174), ('legitimate', 0.39628398418426514), ('taken_granted', 0.3946564197540283)]"
16,imperatives,0.30165374,"[('rationalized', 0.4830979108810425), ('normative', 0.3939664363861084), ('norms', 0.3721587061882019)]"
17,innovation,0.2572676,"[('innovation', 1.0000001192092896), ('diffusion', 0.5328093767166138), ('imitation', 0.48270997405052185)]"
18,institutional,0.3718353,"[('institutional', 1.0000001192092896), ('organizational_field', 0.5925328731536865), ('institutionalization', 0.5887587070465088)]"
19,institutionalization,0.3926977,"[('institutionalization', 0.9999998807907104), ('institutional', 0.5887587070465088), ('diffusion', 0.5752015113830566)]"
20,institutionalize,0.33333862,"[('institutionalize', 1.0), ('institutionalization', 0.4870836138725281), ('legitimate', 0.47918564081192017)]"
21,institutionalized,0.36715633,"[('institutionalization', 0.6285994052886963), ('taken_granted', 0.5570008754730225), ('legitimate', 0.5462055206298828)]"
22,institutionally,0.2925214,"[('legitimate', 0.4717579483985901), ('institutional', 0.444027304649353), ('taken_granted', 0.4278430938720703)]"
23,isomorphic,0.34590104,"[('isomorphic', 1.0), ('mimetic', 0.45952415466308594), ('organizational_field', 0.4324805736541748)]"
24,legitimacy,0.3956016,"[('legitimacy', 1.0), ('legitimate', 0.6487448811531067), ('institutional', 0.5691306591033936)]"
25,legitimate,0.3859668,"[('legitimate', 0.9999998807907104), ('legitimacy', 0.6487448811531067), ('taken_granted', 0.5205843448638916)]"
26,legitimated,0.35588634,"[('legitimate', 0.6191673278808594), ('taken_granted', 0.553859531879425), ('rationalized', 0.5004487633705139)]"
27,legitimating,0.34261894,"[('legitimacy', 0.6191365122795105), ('legitimate', 0.5945049524307251), ('institutionalization', 0.5128925442695618)]"
28,legitimize,0.3174208,"[('legitimate', 0.6165717840194702), ('rationalize', 0.6072777509689331), ('institutionalize', 0.5749687552452087)]"
29,legitimized,0.34031785,"[('legitimate', 0.620229959487915), ('taken_granted', 0.5493914484977722), ('institutionalize', 0.49401968717575073)]"
30,legitimizing,0.29527405,"[('legitimate', 0.5461379885673523), ('legitimacy', 0.5100982189178467), ('institutionalize', 0.44563984870910645)]"
31,logic,0.32352817,"[('institutional', 0.503314733505249), ('institutionalization', 0.4603893756866455), ('normative', 0.42512309551239014)]"
32,mimetic,0.34401554,"[('mimetic', 1.0000001192092896), ('imitate', 0.5061920881271362), ('imitation', 0.47920334339141846)]"
33,norm,0.3009158,"[('norm', 1.0), ('norms', 0.7124671936035156), ('normative', 0.5657549500465393)]"
34,normative,0.4027312,"[('normative', 1.0000001192092896), ('norms', 0.6918001174926758), ('norm', 0.5657549500465393)]"
35,norms,0.38911283,"[('norms', 0.9999999403953552), ('norm', 0.7124671936035156), ('normative', 0.6918001174926758)]"
36,organizational_field,0.3411581,"[('organizational_field', 0.9999997615814209), ('institutional', 0.5925328731536865), ('legitimacy', 0.5236252546310425)]"
37,organizational_fields,0.3167959,"[('organizational_field', 0.6566089391708374), ('institutionalization', 0.5686289072036743), ('institutional', 0.539506733417511)]"
38,prevailing,0.30561224,"[('taken_granted', 0.5099322199821472), ('norms', 0.49434134364128113), ('normative', 0.4901960492134094)]"
