,term,cosine_sim_with_core, closest_terms_from_core
0,ceremonial,0.20833935,"[('ceremonial', 0.9999999403953552), ('ritual', 0.5425205230712891), ('rationalized', 0.26984933018684387)]"
1,coercion,0.2372846,"[('coercion', 1.0), ('coercive', 0.7077860236167908), ('normative', 0.36901843547821045)]"
2,coercive,0.2792185,"[('coercive', 0.9999998807907104), ('coercion', 0.7077860236167908), ('conformity', 0.45754867792129517)]"
3,conform,0.30588034,"[('conform', 1.0), ('conformity', 0.5379632711410522), ('norms', 0.510109007358551)]"
4,conformity,0.3421717,"[('conformity', 0.9999998807907104), ('norms', 0.5670039653778076), ('conform', 0.5379632711410522)]"
5,cultural,0.26963294,"[('cultural', 1.0), ('institutional', 0.5004578828811646), ('norms', 0.42476487159729004)]"
6,decoupled,0.26572704,"[('decoupled', 1.000000238418579), ('loosely_coupled', 0.45346713066101074), ('isomorphic', 0.4236235022544861)]"
7,diffuse,0.2882748,"[('diffuse', 1.0), ('diffusion', 0.4586656093597412), ('isomorphic', 0.35634517669677734)]"
8,diffusion,0.29951158,"[('diffusion', 0.9999998211860657), ('imitation', 0.5766730308532715), ('innovation', 0.5741033554077148)]"
9,imitate,0.26807964,"[('imitate', 0.9999999403953552), ('imitation', 0.607554018497467), ('mimetic', 0.4602776765823364)]"
10,imitation,0.293677,"[('imitation', 1.0), ('imitate', 0.607554018497467), ('diffusion', 0.5766730308532715)]"
11,innovation,0.26995304,"[('innovation', 1.0000001192092896), ('diffusion', 0.5741033554077148), ('imitation', 0.5390340089797974)]"
12,institutional,0.36645645,"[('institutional', 1.0), ('institutionalization', 0.5728764533996582), ('organizational_field', 0.5380913615226746)]"
13,institutionalize,0.26456568,"[('institutionalize', 1.0), ('rationalize', 0.4714275300502777), ('institutionalization', 0.40891095995903015)]"
14,institutionalization,0.36232188,"[('institutionalization', 0.9999998211860657), ('institutional', 0.5728764533996582), ('diffusion', 0.4965832233428955)]"
15,isomorphic,0.32715133,"[('isomorphic', 0.9999998807907104), ('organizational_field', 0.48465394973754883), ('mimetic', 0.4449153542518616)]"
16,legitimacy,0.33509377,"[('legitimacy', 1.0), ('legitimate', 0.5918924808502197), ('institutional', 0.4985295534133911)]"
17,legitimate,0.34292692,"[('legitimate', 0.9999998807907104), ('legitimacy', 0.5918924808502197), ('normative', 0.4687138497829437)]"
18,loosely_coupled,0.24653114,"[('loosely_coupled', 1.0), ('decoupled', 0.45346713066101074), ('isomorphic', 0.3616539537906647)]"
19,mimetic,0.289674,"[('mimetic', 1.0), ('imitation', 0.5589090585708618), ('imitate', 0.4602776765823364)]"
20,norm,0.2682666,"[('norm', 1.0), ('norms', 0.6725383996963501), ('normative', 0.5278701782226562)]"
21,normative,0.35364088,"[('normative', 0.9999999403953552), ('norms', 0.6282988786697388), ('norm', 0.5278701782226562)]"
22,norms,0.36154506,"[('norms', 1.0), ('norm', 0.6725383996963501), ('normative', 0.6282988786697388)]"
23,organizational_field,0.32865244,"[('organizational_field', 1.0000001192092896), ('institutional', 0.5380913615226746), ('isomorphic', 0.48465394973754883)]"
24,profession,0.24105395,"[('profession', 0.9999998807907104), ('professional', 0.6883775591850281), ('legitimate', 0.368979275226593)]"
25,professional,0.26296872,"[('professional', 1.0), ('profession', 0.6883775591850281), ('organizational_field', 0.36208176612854004)]"
26,rationalize,0.23903224,"[('rationalize', 1.0), ('institutionalize', 0.4714275300502777), ('rationalized', 0.4303431510925293)]"
27,rationalized,0.3028335,"[('rationalized', 1.0000001192092896), ('rationalize', 0.4303431510925293), ('decoupled', 0.38199400901794434)]"
28,ritual,0.2143215,"[('ritual', 0.9999999403953552), ('ceremonial', 0.5425205230712891), ('decoupled', 0.2764829993247986)]"
29,socially_constructed,0.2648098,"[('socially_constructed', 1.0), ('taken_granted', 0.5214648246765137), ('norms', 0.37309545278549194)]"
30,taken_granted,0.3328058,"[('taken_granted', 0.9999998807907104), ('socially_constructed', 0.5214648246765137), ('legitimate', 0.4517948031425476)]"
0,coercive,0.2792185,"[('coercive', 0.9999998807907104), ('coercion', 0.7077860236167908), ('conformity', 0.45754867792129517)]"
1,conception,0.251654,"[('normative', 0.4103996753692627), ('socially_constructed', 0.3813290596008301), ('rationalized', 0.35203486680984497)]"
2,conceptions,0.2524517,"[('norms', 0.4356403946876526), ('normative', 0.41365087032318115), ('socially_constructed', 0.40816521644592285)]"
3,conform,0.30588034,"[('conform', 1.0), ('conformity', 0.5379632711410522), ('norms', 0.510109007358551)]"
4,conforming,0.27294278,"[('conform', 0.589117705821991), ('conformity', 0.5408569574356079), ('norms', 0.42354315519332886)]"
5,conformity,0.3421717,"[('conformity', 0.9999998807907104), ('norms', 0.5670039653778076), ('conform', 0.5379632711410522)]"
6,cultural,0.26963294,"[('cultural', 1.0), ('institutional', 0.5004578828811646), ('norms', 0.42476487159729004)]"
7,diffuse,0.2882748,"[('diffuse', 1.0), ('diffusion', 0.4586656093597412), ('isomorphic', 0.35634517669677734)]"
8,diffused,0.27747563,"[('diffuse', 0.6024595499038696), ('diffusion', 0.5135948657989502), ('rationalized', 0.39485442638397217)]"
9,diffusion,0.29951158,"[('diffusion', 0.9999998211860657), ('imitation', 0.5766730308532715), ('innovation', 0.5741033554077148)]"
10,ideologies,0.28280905,"[('norms', 0.4576641321182251), ('normative', 0.4391360580921173), ('legitimate', 0.4062480330467224)]"
11,illegitimate,0.25399914,"[('legitimate', 0.5927575826644897), ('legitimacy', 0.40515339374542236), ('coercive', 0.3627123236656189)]"
12,imitate,0.26807964,"[('imitate', 0.9999999403953552), ('imitation', 0.607554018497467), ('mimetic', 0.4602776765823364)]"
13,imitation,0.293677,"[('imitation', 1.0), ('imitate', 0.607554018497467), ('diffusion', 0.5766730308532715)]"
14,imperative,0.25558898,"[('rationalized', 0.3566942811012268), ('normative', 0.34953561425209045), ('institutional', 0.3383285105228424)]"
15,imperatives,0.2835125,"[('institutional', 0.40578579902648926), ('rationalized', 0.4024694263935089), ('norms', 0.39597705006599426)]"
16,innovation,0.26995304,"[('innovation', 1.0000001192092896), ('diffusion', 0.5741033554077148), ('imitation', 0.5390340089797974)]"
17,institutional,0.36645645,"[('institutional', 1.0), ('institutionalization', 0.5728764533996582), ('organizational_field', 0.5380913615226746)]"
18,institutionalization,0.36232188,"[('institutionalization', 0.9999998211860657), ('institutional', 0.5728764533996582), ('diffusion', 0.4965832233428955)]"
19,institutionalized,0.37180388,"[('institutionalization', 0.6548424959182739), ('taken_granted', 0.5842287540435791), ('legitimate', 0.5190799236297607)]"
20,institutionally,0.27464718,"[('institutional', 0.46225443482398987), ('rationalized', 0.4280945658683777), ('legitimate', 0.39628344774246216)]"
21,institutions,0.29882458,"[('institutional', 0.6929017305374146), ('institutionalization', 0.4760909080505371), ('cultural', 0.420040488243103)]"
22,iron_cage,0.2644417,"[('organizational_field', 0.4249304533004761), ('institutional', 0.4226284325122833), ('rationalized', 0.3931087255477905)]"
23,isomorphic,0.32715133,"[('isomorphic', 0.9999998807907104), ('organizational_field', 0.48465394973754883), ('mimetic', 0.4449153542518616)]"
24,legitimacy,0.33509377,"[('legitimacy', 1.0), ('legitimate', 0.5918924808502197), ('institutional', 0.4985295534133911)]"
25,legitimate,0.34292692,"[('legitimate', 0.9999998807907104), ('legitimacy', 0.5918924808502197), ('normative', 0.4687138497829437)]"
26,legitimated,0.32120335,"[('legitimate', 0.6227251291275024), ('rationalized', 0.5282578468322754), ('legitimacy', 0.49536067247390747)]"
27,legitimates,0.27887514,"[('legitimate', 0.49968698620796204), ('taken_granted', 0.4144469201564789), ('legitimacy', 0.4069277346134186)]"
