,term,cosine_sim_with_core, closest_terms_from_core
0,ceremonial,0.25543907,"[('ceremonial', 0.9999999403953552), ('ritual', 0.6461986303329468), ('rationalized', 0.35405635833740234)]"
1,coercion,0.24644086,"[('coercion', 1.0000001192092896), ('coercive', 0.7099563479423523), ('legitimate', 0.40450382232666016)]"
2,coercive,0.26727802,"[('coercive', 1.0), ('coercion', 0.7099563479423523), ('legitimate', 0.4120098948478699)]"
3,conform,0.24355634,"[('conform', 0.9999998807907104), ('norms', 0.43307018280029297), ('conformity', 0.4327104687690735)]"
4,conformity,0.28322643,"[('conformity', 1.0), ('norms', 0.5805478096008301), ('normative', 0.483224093914032)]"
5,cultural,0.30118558,"[('cultural', 1.0), ('institutional', 0.5251688957214355), ('norms', 0.49135732650756836)]"
6,decoupled,0.20344235,"[('decoupled', 1.0000001192092896), ('rationalized', 0.29859068989753723), ('legitimate', 0.26948869228363037)]"
7,diffuse,0.2566793,"[('diffuse', 1.0), ('legitimacy', 0.35670143365859985), ('diffusion', 0.31911787390708923)]"
8,diffusion,0.24616538,"[('diffusion', 1.0), ('innovation', 0.6132374405860901), ('imitation', 0.5396313071250916)]"
9,imitate,0.24192487,"[('imitate', 0.9999998807907104), ('imitation', 0.526701807975769), ('rationalize', 0.3373525142669678)]"
10,imitation,0.23171945,"[('imitation', 0.9999999403953552), ('diffusion', 0.5396313071250916), ('imitate', 0.526701807975769)]"
11,innovation,0.2527093,"[('innovation', 1.0), ('diffusion', 0.6132374405860901), ('imitation', 0.48280707001686096)]"
12,institutional,0.32421434,"[('institutional', 0.9999997615814209), ('cultural', 0.5251688957214355), ('institutionalization', 0.5192598104476929)]"
13,institutionalize,0.27990267,"[('institutionalize', 1.0), ('institutionalization', 0.49938666820526123), ('rationalize', 0.4396842420101166)]"
14,institutionalization,0.31745744,"[('institutionalization', 1.0000001192092896), ('institutional', 0.5192598104476929), ('institutionalize', 0.49938666820526123)]"
15,isomorphic,0.21952297,"[('isomorphic', 1.0), ('loosely_coupled', 0.32584431767463684), ('organizational_field', 0.29617148637771606)]"
16,legitimacy,0.33347997,"[('legitimacy', 0.9999998807907104), ('legitimate', 0.6174986362457275), ('institutionalization', 0.45792311429977417)]"
17,legitimate,0.3355064,"[('legitimate', 1.0000001192092896), ('legitimacy', 0.6174986362457275), ('normative', 0.4432445466518402)]"
18,loosely_coupled,0.25098285,"[('loosely_coupled', 1.0), ('institutional', 0.3770409822463989), ('ceremonial', 0.33496707677841187)]"
19,mimetic,0.22317463,"[('mimetic', 1.0), ('imitation', 0.3420925736427307), ('imitate', 0.2925332486629486)]"
20,norm,0.24817143,"[('norm', 1.0), ('norms', 0.6755543947219849), ('normative', 0.4956464171409607)]"
21,normative,0.3338233,"[('normative', 1.0), ('norms', 0.6488364934921265), ('norm', 0.4956464171409607)]"
22,norms,0.34160826,"[('norms', 0.9999998807907104), ('norm', 0.6755543947219849), ('normative', 0.6488364934921265)]"
23,organizational_field,0.23778309,"[('organizational_field', 1.0), ('institutional', 0.38681328296661377), ('institutionalization', 0.3074192404747009)]"
24,profession,0.24541038,"[('profession', 1.0), ('professional', 0.6646021008491516), ('institutional', 0.362029492855072)]"
25,professional,0.2619695,"[('professional', 0.9999999403953552), ('profession', 0.6646021008491516), ('institutional', 0.3736021816730499)]"
26,rationalize,0.25229195,"[('rationalize', 1.0), ('rationalized', 0.5211572051048279), ('institutionalize', 0.4396842420101166)]"
27,rationalized,0.29371104,"[('rationalized', 1.0), ('rationalize', 0.5211572051048279), ('taken_granted', 0.356702983379364)]"
28,ritual,0.24470194,"[('ritual', 0.9999998807907104), ('ceremonial', 0.6461985111236572), ('taken_granted', 0.3592956066131592)]"
29,socially_constructed,0.2507682,"[('socially_constructed', 1.000000238418579), ('taken_granted', 0.5048253536224365), ('legitimate', 0.3466838300228119)]"
30,taken_granted,0.29495218,"[('taken_granted', 0.9999998807907104), ('socially_constructed', 0.5048253536224365), ('legitimate', 0.42670321464538574)]"
0,institutionalized,0.3492847,"[('institutionalization', 0.617560625076294), ('institutionalize', 0.5395373106002808), ('legitimate', 0.5339879989624023)]"
1,culture,0.30979797,"[('cultural', 0.7398678064346313), ('norms', 0.5179648399353027), ('ritual', 0.42264267802238464)]"
2,societal,0.3069309,"[('institutional', 0.5518800020217896), ('cultural', 0.5398725867271423), ('normative', 0.5126253366470337)]"
3,legitimating,0.30462387,"[('legitimacy', 0.602770209312439), ('legitimate', 0.5340861082077026), ('normative', 0.42260444164276123)]"
4,bureaucratic,0.30206454,"[('rationalized', 0.5356202125549316), ('institutional', 0.4993381202220917), ('professional', 0.4770272970199585)]"
5,legitimated,0.30146062,"[('legitimate', 0.5893756151199341), ('legitimacy', 0.5240378379821777), ('taken_granted', 0.41575881838798523)]"
6,rowan,0.30070034,"[('institutional', 0.5167058706283569), ('legitimacy', 0.4909262955188751), ('loosely_coupled', 0.48350799083709717)]"
7,ideologies,0.2998216,"[('cultural', 0.5512778759002686), ('norms', 0.4838912785053253), ('legitimacy', 0.4268438220024109)]"
8,rational,0.29826942,"[('rationalized', 0.5678150057792664), ('normative', 0.5300475358963013), ('rationalize', 0.4228838384151459)]"
9,organization,0.29221547,"[('innovation', 0.5246474146842957), ('institutional', 0.48463302850723267), ('loosely_coupled', 0.44029584527015686)]"
10,rationality,0.29202715,"[('rationalized', 0.5286247134208679), ('normative', 0.4937649071216583), ('legitimacy', 0.3976318836212158)]"
11,authority,0.28727323,"[('legitimacy', 0.5082583427429199), ('legitimate', 0.49640166759490967), ('professional', 0.439402312040329)]"
12,ethos,0.28708512,"[('norms', 0.4801447093486786), ('rationalized', 0.47017717361450195), ('cultural', 0.4213537871837616)]"
13,ideological,0.28365874,"[('cultural', 0.5723302960395813), ('institutional', 0.45544469356536865), ('legitimacy', 0.42462390661239624)]"
14,ideology,0.28274214,"[('cultural', 0.49231016635894775), ('legitimacy', 0.41825008392333984), ('institutionalization', 0.4035891890525818)]"
15,formal,0.2802788,"[('institutional', 0.4358188509941101), ('normative', 0.43552154302597046), ('professional', 0.43067672848701477)]"
16,structures,0.2778631,"[('institutional', 0.5304834842681885), ('institutionalization', 0.4119238257408142), ('norms', 0.3845408260822296)]"
17,emergent,0.2767658,"[('socially_constructed', 0.4739035367965698), ('institutional', 0.4087263345718384), ('taken_granted', 0.40241333842277527)]"
18,internalized,0.27651066,"[('norms', 0.5460631847381592), ('conformity', 0.456422358751297), ('normative', 0.43786871433258057)]"
19,organizational,0.27606127,"[('institutional', 0.5606238842010498), ('innovation', 0.5152442455291748), ('cultural', 0.42260175943374634)]"
20,symbolic,0.27489212,"[('ritual', 0.5910439491271973), ('cultural', 0.5044606924057007), ('socially_constructed', 0.4852822422981262)]"
21,modern,0.27424315,"[('rationalized', 0.5230216383934021), ('cultural', 0.4163510501384735), ('institutionalization', 0.4062550663948059)]"
22,tradition,0.2725741,"[('cultural', 0.47750210762023926), ('institutional', 0.3956337869167328), ('norms', 0.3799358010292053)]"
23,organizations,0.27035052,"[('institutional', 0.49986934661865234), ('innovation', 0.4371071457862854), ('loosely_coupled', 0.427531361579895)]"
24,reinforce,0.2697569,"[('conform', 0.4338526725769043), ('institutionalize', 0.4160977602005005), ('rationalize', 0.41319188475608826)]"
