,term,cosine_sim_with_core, closest_terms_from_core
0,board_directors,0.19149373,"[('board_directors', 1.0), ('interlocking', 0.30362898111343384), ('interlock', 0.30162280797958374)]"
1,buffer,0.17368963,"[('buffer', 1.0000001192092896), ('external', 0.23124763369560242), ('horizontal', 0.22947464883327484)]"
2,coalition,0.17991886,"[('coalition', 1.000000238418579), ('cooperation', 0.2710292935371399), ('cooperate', 0.26125025749206543)]"
3,constrain,0.19852409,"[('constrain', 1.0), ('constraint', 0.38599491119384766), ('interdependent', 0.2871347665786743)]"
4,constraint,0.19192772,"[('constraint', 1.0), ('constrain', 0.38599491119384766), ('external', 0.27468806505203247)]"
5,control,0.257114,"[('control', 1.0), ('influence', 0.49195873737335205), ('external', 0.42903411388397217)]"
6,cooperate,0.1822763,"[('cooperate', 1.0), ('cooperation', 0.5604329109191895), ('interdependence', 0.26491236686706543)]"
7,cooperation,0.24936499,"[('cooperation', 1.0000001192092896), ('cooperate', 0.5604329109191895), ('interdependence', 0.5219292640686035)]"
8,dependence,0.24882554,"[('dependence', 1.000000238418579), ('dependent', 0.5594958066940308), ('interdependence', 0.46155479550361633)]"
9,dependent,0.21120836,"[('dependent', 1.0), ('dependence', 0.5594958066940308), ('interdependent', 0.421542763710022)]"
10,director_interlocks,0.21878763,"[('director_interlocks', 0.9999997615814209), ('interlocking', 0.49176302552223206), ('interlock', 0.438427209854126)]"
11,diversification,0.23409036,"[('diversification', 1.0000001192092896), ('diversify', 0.5294159650802612), ('merger', 0.35802167654037476)]"
12,diversify,0.20999745,"[('diversify', 0.9999998807907104), ('diversification', 0.5294159650802612), ('merger', 0.27251094579696655)]"
13,dominance,0.18530788,"[('dominance', 1.0), ('influence', 0.3341313898563385), ('control', 0.28972363471984863)]"
14,exchange,0.23593946,"[('exchange', 1.0), ('cooperation', 0.38318362832069397), ('interdependence', 0.36002808809280396)]"
15,external,0.24148317,"[('external', 1.0), ('control', 0.42903411388397217), ('dependence', 0.38912272453308105)]"
