,term,cosine_sim_with_core, closest_terms_from_core
0,ceremonial,0.25518155,"[('ceremonial', 0.9999999403953552), ('ritual', 0.6461986303329468), ('rationalized', 0.35405635833740234)]"
1,coercion,0.2455816,"[('coercion', 1.0000001192092896), ('coercive', 0.7099563479423523), ('legitimate', 0.40450382232666016)]"
2,coercive,0.26546544,"[('coercive', 1.0), ('coercion', 0.7099563479423523), ('legitimate', 0.4120098948478699)]"
3,conform,0.24516903,"[('conform', 0.9999998807907104), ('norms', 0.43307018280029297), ('conformity', 0.4327104687690735)]"
4,conformity,0.28137043,"[('conformity', 1.0), ('norms', 0.5805478096008301), ('normative', 0.483224093914032)]"
5,cultural,0.29816124,"[('cultural', 1.0), ('institutional', 0.5251688957214355), ('norms', 0.49135732650756836)]"
6,decoupled,0.20080371,"[('decoupled', 1.0000001192092896), ('rationalized', 0.29859068989753723), ('legitimate', 0.26948869228363037)]"
7,diffuse,0.25701165,"[('diffuse', 1.0), ('legitimacy', 0.35670143365859985), ('diffusion', 0.31911787390708923)]"
8,diffusion,0.23798233,"[('diffusion', 1.0), ('innovation', 0.6132374405860901), ('imitation', 0.5396313071250916)]"
9,imitate,0.2462766,"[('imitate', 0.9999998807907104), ('imitation', 0.526701807975769), ('rationalize', 0.3373525142669678)]"
10,imitation,0.2271121,"[('imitation', 0.9999999403953552), ('diffusion', 0.5396313071250916), ('imitate', 0.526701807975769)]"
11,innovation,0.24747412,"[('innovation', 1.0), ('diffusion', 0.6132374405860901), ('imitation', 0.48280707001686096)]"
12,institutional,0.31734368,"[('institutional', 0.9999997615814209), ('cultural', 0.5251688957214355), ('legitimacy', 0.44529151916503906)]"
13,institutionalize,0.29605147,"[('institutionalize', 1.0), ('institutionalize', 1.0), ('rationalize', 0.4396842420101166)]"
14,institutionalize,0.29605147,"[('institutionalize', 1.0), ('institutionalize', 1.0), ('rationalize', 0.4396842420101166)]"
15,isomorphic,0.21807073,"[('isomorphic', 1.0), ('loosely_coupled', 0.32584431767463684), ('organizational_field', 0.29617148637771606)]"
16,legitimacy,0.3312805,"[('legitimacy', 0.9999998807907104), ('legitimate', 0.6174986362457275), ('institutional', 0.44529151916503906)]"
17,legitimate,0.33780256,"[('legitimate', 1.0000001192092896), ('legitimacy', 0.6174986362457275), ('normative', 0.4432445466518402)]"
18,loosely_coupled,0.25041363,"[('loosely_coupled', 1.0), ('institutional', 0.3770409822463989), ('ceremonial', 0.33496707677841187)]"
19,mimetic,0.22011743,"[('mimetic', 1.0), ('imitation', 0.3420925736427307), ('imitate', 0.2925332486629486)]"
20,norm,0.24742384,"[('norm', 1.0), ('norms', 0.6755543947219849), ('normative', 0.4956464171409607)]"
21,normative,0.33321172,"[('normative', 1.0), ('norms', 0.6488364934921265), ('norm', 0.4956464171409607)]"
22,norms,0.34064886,"[('norms', 0.9999998807907104), ('norm', 0.6755543947219849), ('normative', 0.6488364934921265)]"
23,organizational_field,0.23430029,"[('organizational_field', 1.0), ('institutional', 0.38681328296661377), ('isomorphic', 0.29617148637771606)]"
24,profession,0.24421676,"[('profession', 1.0), ('professional', 0.6646021008491516), ('institutional', 0.362029492855072)]"
25,professional,0.26033297,"[('professional', 0.9999999403953552), ('profession', 0.6646021008491516), ('institutional', 0.3736021816730499)]"
26,rationalize,0.25996265,"[('rationalize', 1.0), ('rationalized', 0.5211572051048279), ('institutionalize', 0.4396842420101166)]"
27,rationalized,0.2933407,"[('rationalized', 1.0), ('rationalize', 0.5211572051048279), ('taken_granted', 0.356702983379364)]"
28,ritual,0.24228868,"[('ritual', 0.9999998807907104), ('ceremonial', 0.6461985111236572), ('taken_granted', 0.3592956066131592)]"
29,socially_constructed,0.25143984,"[('socially_constructed', 1.000000238418579), ('taken_granted', 0.5048253536224365), ('legitimate', 0.3466838300228119)]"
30,taken_granted,0.2945001,"[('taken_granted', 0.9999998807907104), ('socially_constructed', 0.5048253536224365), ('legitimate', 0.42670321464538574)]"
0,institutionalized,0.3467678,"[('institutionalize', 0.5395373106002808), ('institutionalize', 0.5395373106002808), ('legitimate', 0.5339879989624023)]"
1,culture,0.30800575,"[('cultural', 0.7398678064346313), ('norms', 0.5179648399353027), ('ritual', 0.42264267802238464)]"
2,legitimating,0.30308083,"[('legitimacy', 0.602770209312439), ('legitimate', 0.5340861082077026), ('normative', 0.42260444164276123)]"
3,legitimated,0.3014994,"[('legitimate', 0.5893756151199341), ('legitimacy', 0.5240378379821777), ('taken_granted', 0.41575881838798523)]"
4,institutionalization,0.3013086,"[('institutional', 0.5192598104476929), ('institutionalize', 0.49938666820526123), ('institutionalize', 0.49938666820526123)]"
5,societal,0.30074257,"[('institutional', 0.5518800020217896), ('cultural', 0.5398725867271423), ('normative', 0.5126253366470337)]"
6,bureaucratic,0.29847705,"[('rationalized', 0.5356202125549316), ('institutional', 0.4993381202220917), ('professional', 0.4770272970199585)]"
7,ideologies,0.29800275,"[('cultural', 0.5512778759002686), ('norms', 0.4838912785053253), ('legitimacy', 0.4268438220024109)]"
8,rational,0.2970905,"[('rationalized', 0.5678150057792664), ('normative', 0.5300475358963013), ('rationalize', 0.4228838384151459)]"
9,rowan,0.29546282,"[('institutional', 0.5167058706283569), ('legitimacy', 0.4909262955188751), ('loosely_coupled', 0.48350799083709717)]"
10,organization,0.2891147,"[('innovation', 0.5246474146842957), ('institutional', 0.48463302850723267), ('loosely_coupled', 0.44029584527015686)]"
11,rationality,0.28906018,"[('rationalized', 0.5286247134208679), ('normative', 0.4937649071216583), ('legitimacy', 0.3976318836212158)]"
12,authority,0.28724515,"[('legitimacy', 0.5082583427429199), ('legitimate', 0.49640166759490967), ('professional', 0.439402312040329)]"
13,ethos,0.28662765,"[('norms', 0.4801447093486786), ('rationalized', 0.47017717361450195), ('cultural', 0.4213537871837616)]"
14,ideological,0.2814888,"[('cultural', 0.5723302960395813), ('institutional', 0.45544469356536865), ('legitimacy', 0.42462390661239624)]"
15,ideology,0.27874985,"[('cultural', 0.49231016635894775), ('legitimacy', 0.41825008392333984), ('norms', 0.4007106423377991)]"
16,internalized,0.27806273,"[('norms', 0.5460631847381592), ('conformity', 0.456422358751297), ('normative', 0.43786871433258057)]"
17,formal,0.27622822,"[('institutional', 0.4358188509941101), ('normative', 0.43552154302597046), ('professional', 0.43067672848701477)]"
18,emergent,0.2754954,"[('socially_constructed', 0.4739035367965698), ('institutional', 0.4087263345718384), ('taken_granted', 0.40241333842277527)]"
19,reinforce,0.27470517,"[('conform', 0.4338526725769043), ('institutionalize', 0.4160977602005005), ('institutionalize', 0.4160977602005005)]"
20,structures,0.27438727,"[('institutional', 0.5304834842681885), ('norms', 0.3845408260822296), ('cultural', 0.3792588710784912)]"
21,symbolic,0.27084193,"[('ritual', 0.5910439491271973), ('cultural', 0.5044606924057007), ('socially_constructed', 0.4852822422981262)]"
22,tradition,0.2707012,"[('cultural', 0.47750210762023926), ('institutional', 0.3956337869167328), ('norms', 0.3799358010292053)]"
23,organizational,0.27011687,"[('institutional', 0.5606238842010498), ('innovation', 0.5152442455291748), ('cultural', 0.42260175943374634)]"
24,modern,0.26939094,"[('rationalized', 0.5230216383934021), ('cultural', 0.4163510501384735), ('institutional', 0.3407125771045685)]"
25,autonomous,0.26715305,"[('rationalized', 0.40994787216186523), ('institutionalize', 0.38071197271347046), ('institutionalize', 0.38071197271347046)]"
26,domination,0.26691213,"[('coercion', 0.5241100192070007), ('legitimate', 0.4316328465938568), ('cultural', 0.41662395000457764)]"
27,legal,0.26688334,"[('institutional', 0.4281269907951355), ('legitimate', 0.4095860719680786), ('normative', 0.4033268690109253)]"
28,organizations,0.2664662,"[('institutional', 0.49986934661865234), ('innovation', 0.4371071457862854), ('loosely_coupled', 0.427531361579895)]"
29,everyday_life,0.26522452,"[('taken_granted', 0.5741248726844788), ('ritual', 0.5458182692527771), ('socially_constructed', 0.43427205085754395)]"
30,dominant,0.264663,"[('cultural', 0.3883211314678192), ('legitimate', 0.37359941005706787), ('conform', 0.31013694405555725)]"
31,legitimizing,0.26362312,"[('legitimate', 0.5259978771209717), ('legitimacy', 0.47532254457473755), ('institutionalize', 0.4020444452762604)]"
32,argues,0.2627279,"[('socially_constructed', 0.3793327808380127), ('rationalized', 0.3642863631248474), ('institutional', 0.35646671056747437)]"
33,understandings,0.26250407,"[('taken_granted', 0.5776256322860718), ('socially_constructed', 0.5305589437484741), ('norms', 0.4504929184913635)]"
34,practices,0.26233622,"[('norms', 0.475554496049881), ('institutional', 0.44259926676750183), ('cultural', 0.42792749404907227)]"
35,constitutive,0.26216385,"[('taken_granted', 0.5325979590415955), ('socially_constructed', 0.47999101877212524), ('ritual', 0.4262326955795288)]"
