,term,cosine_sim_with_core, closest_terms_from_core
0,ceremonial,0.20778182,"[('ceremonial', 0.9999999403953552), ('ritual', 0.5425205230712891), ('rationalized', 0.26984933018684387)]"
1,coercion,0.23678602,"[('coercion', 1.0), ('coercive', 0.7077860236167908), ('normative', 0.36901843547821045)]"
2,coercive,0.27738538,"[('coercive', 0.9999998807907104), ('coercion', 0.7077860236167908), ('conformity', 0.45754867792129517)]"
3,conform,0.30641142,"[('conform', 1.0), ('conformity', 0.5379632711410522), ('norms', 0.510109007358551)]"
4,conformity,0.3357208,"[('conformity', 0.9999998807907104), ('norms', 0.5670039653778076), ('conform', 0.5379632711410522)]"
5,cultural,0.2647245,"[('cultural', 1.0), ('institutional', 0.5004578828811646), ('norms', 0.42476487159729004)]"
6,decoupled,0.26152626,"[('decoupled', 1.000000238418579), ('loosely_coupled', 0.45346713066101074), ('isomorphic', 0.4236235022544861)]"
7,diffuse,0.2865099,"[('diffuse', 1.0), ('diffusion', 0.4586656093597412), ('isomorphic', 0.35634517669677734)]"
8,diffusion,0.28992516,"[('diffusion', 0.9999998211860657), ('imitation', 0.5766730308532715), ('innovation', 0.5741033554077148)]"
9,imitate,0.2705906,"[('imitate', 0.9999999403953552), ('imitation', 0.607554018497467), ('mimetic', 0.4602776765823364)]"
10,imitation,0.28791437,"[('imitation', 1.0), ('imitate', 0.607554018497467), ('diffusion', 0.5766730308532715)]"
11,innovation,0.26461184,"[('innovation', 1.0000001192092896), ('diffusion', 0.5741033554077148), ('imitation', 0.5390340089797974)]"
12,institutional,0.35700205,"[('institutional', 1.0), ('organizational_field', 0.5380913615226746), ('cultural', 0.5004578828811646)]"
13,institutionalize,0.2836331,"[('institutionalize', 1.0), ('institutionalize', 1.0), ('rationalize', 0.4714275300502777)]"
14,institutionalize,0.2836331,"[('institutionalize', 1.0), ('institutionalize', 1.0), ('rationalize', 0.4714275300502777)]"
15,isomorphic,0.32166824,"[('isomorphic', 0.9999998807907104), ('organizational_field', 0.48465394973754883), ('mimetic', 0.4449153542518616)]"
16,legitimacy,0.32888603,"[('legitimacy', 1.0), ('legitimate', 0.5918924808502197), ('institutional', 0.4985295534133911)]"
17,legitimate,0.34231058,"[('legitimate', 0.9999998807907104), ('legitimacy', 0.5918924808502197), ('normative', 0.4687138497829437)]"
18,loosely_coupled,0.24283314,"[('loosely_coupled', 1.0), ('decoupled', 0.45346713066101074), ('isomorphic', 0.3616539537906647)]"
19,mimetic,0.2836765,"[('mimetic', 1.0), ('imitation', 0.5589090585708618), ('imitate', 0.4602776765823364)]"
20,norm,0.26610243,"[('norm', 1.0), ('norms', 0.6725383996963501), ('normative', 0.5278701782226562)]"
21,normative,0.3477704,"[('normative', 0.9999999403953552), ('norms', 0.6282988786697388), ('norm', 0.5278701782226562)]"
22,norms,0.3585219,"[('norms', 1.0), ('norm', 0.6725383996963501), ('normative', 0.6282988786697388)]"
23,organizational_field,0.320899,"[('organizational_field', 1.0000001192092896), ('institutional', 0.5380913615226746), ('isomorphic', 0.48465394973754883)]"
24,profession,0.23970053,"[('profession', 0.9999998807907104), ('professional', 0.6883775591850281), ('legitimate', 0.368979275226593)]"
25,professional,0.2593593,"[('professional', 1.0), ('profession', 0.6883775591850281), ('organizational_field', 0.36208176612854004)]"
26,rationalize,0.24731809,"[('rationalize', 1.0), ('institutionalize', 0.4714275300502777), ('institutionalize', 0.4714275300502777)]"
27,rationalized,0.30122566,"[('rationalized', 1.0000001192092896), ('rationalize', 0.4303431510925293), ('decoupled', 0.38199400901794434)]"
28,ritual,0.21119541,"[('ritual', 0.9999999403953552), ('ceremonial', 0.5425205230712891), ('decoupled', 0.2764829993247986)]"
29,socially_constructed,0.26121992,"[('socially_constructed', 1.0), ('taken_granted', 0.5214648246765137), ('norms', 0.37309545278549194)]"
30,taken_granted,0.32818106,"[('taken_granted', 0.9999998807907104), ('socially_constructed', 0.5214648246765137), ('legitimate', 0.4517948031425476)]"
0,institutionalized,0.3656336,"[('taken_granted', 0.5842287540435791), ('legitimate', 0.5190799236297607), ('institutional', 0.49467700719833374)]"
1,rowan,0.35798436,"[('institutional', 0.5874620676040649), ('organizational_field', 0.5126805305480957), ('legitimacy', 0.5044448375701904)]"
2,institutionalization,0.3432545,"[('institutional', 0.5728764533996582), ('diffusion', 0.4965832233428955), ('organizational_field', 0.46336477994918823)]"
3,legitimated,0.31866467,"[('legitimate', 0.6227251291275024), ('rationalized', 0.5282578468322754), ('legitimacy', 0.49536067247390747)]"
4,practices,0.31334034,"[('norms', 0.49078866839408875), ('institutional', 0.4697332978248596), ('cultural', 0.4367420971393585)]"
5,legitimize,0.30938464,"[('rationalize', 0.6138526797294617), ('legitimate', 0.611570417881012), ('institutionalize', 0.521896481513977)]"
6,legitimized,0.30515856,"[('legitimate', 0.6163495779037476), ('rationalize', 0.48922213912010193), ('legitimacy', 0.47729000449180603)]"
7,structures,0.30298725,"[('institutional', 0.5432769060134888), ('loosely_coupled', 0.45410585403442383), ('isomorphic', 0.4295976758003235)]"
8,legitimating,0.30280414,"[('legitimate', 0.580224871635437), ('legitimacy', 0.527096152305603), ('institutional', 0.3960048258304596)]"
9,organizations,0.30188832,"[('institutional', 0.5140634775161743), ('organizational_field', 0.4896644651889801), ('innovation', 0.47316575050354004)]"
10,embedded,0.2973576,"[('institutional', 0.4626626968383789), ('norms', 0.4473080039024353), ('taken_granted', 0.43925726413726807)]"
11,institutionalized_rules,0.29708907,"[('norms', 0.4664771258831024), ('legitimate', 0.40942925214767456), ('organizational_field', 0.4090193510055542)]"
12,institutions,0.29365104,"[('institutional', 0.6929017305374146), ('cultural', 0.420040488243103), ('organizational_field', 0.4105979800224304)]"
13,institutional_pressures,0.29339117,"[('institutional', 0.5183837413787842), ('organizational_field', 0.5008789896965027), ('isomorphic', 0.45907944440841675)]"
14,organizational_fields,0.29332864,"[('organizational_field', 0.6184844374656677), ('institutional', 0.5292000770568848), ('diffusion', 0.4163721799850464)]"
15,adopt,0.2928999,"[('imitate', 0.5090302228927612), ('conform', 0.503048837184906), ('diffusion', 0.4216364026069641)]"
16,logic,0.28914478,"[('institutional', 0.425275593996048), ('rationalized', 0.3947727680206299), ('organizational_field', 0.3611205220222473)]"
17,embody,0.28737757,"[('taken_granted', 0.44408804178237915), ('conform', 0.4404858946800232), ('norms', 0.3983725309371948)]"
18,symbolic,0.2861492,"[('ritual', 0.514141321182251), ('cultural', 0.4303598999977112), ('institutional', 0.4288613200187683)]"
19,institutional_rules,0.2853624,"[('norms', 0.48475727438926697), ('institutional', 0.43243134021759033), ('conform', 0.3803098797798157)]"
20,routines,0.2842761,"[('taken_granted', 0.4651910066604614), ('norms', 0.43699905276298523), ('imitation', 0.3660042881965637)]"
21,actors,0.2839728,"[('institutional', 0.44195556640625), ('organizational_field', 0.42140448093414307), ('isomorphic', 0.39314472675323486)]"
22,organizational_forms,0.2835223,"[('institutional', 0.5345610976219177), ('organizational_field', 0.435126394033432), ('innovation', 0.423581063747406)]"
23,normative_pressures,0.28351527,"[('norms', 0.46503040194511414), ('institutional', 0.4234022796154022), ('normative', 0.4134381115436554)]"
24,imperatives,0.28237328,"[('institutional', 0.40578579902648926), ('rationalized', 0.4024694263935089), ('norms', 0.39597705006599426)]"
25,embrace,0.28165054,"[('conform', 0.48837462067604065), ('normative', 0.42493534088134766), ('rationalize', 0.41514158248901367)]"
26,formal,0.28147683,"[('institutional', 0.44237014651298523), ('professional', 0.4337109327316284), ('normative', 0.38286396861076355)]"
27,societal,0.28053406,"[('institutional', 0.5671129822731018), ('normative', 0.4794405698776245), ('cultural', 0.45978838205337524)]"
28,practice,0.27975354,"[('professional', 0.4239007234573364), ('institutional', 0.4172819256782532), ('profession', 0.41328659653663635)]"
29,ideologies,0.27945724,"[('norms', 0.4576641321182251), ('normative', 0.4391360580921173), ('legitimate', 0.4062480330467224)]"
30,rules,0.27943042,"[('norms', 0.5975759029388428), ('norm', 0.4339909553527832), ('conform', 0.3957650661468506)]"
31,institutional_environments,0.27916977,"[('institutional', 0.598918616771698), ('organizational_field', 0.5033807754516602), ('isomorphic', 0.38444453477859497)]"
32,organizational,0.27822945,"[('institutional', 0.5431898832321167), ('innovation', 0.4836346209049225), ('professional', 0.43853113055229187)]"
33,regulative,0.2774523,"[('normative', 0.4474543333053589), ('institutional', 0.40575724840164185), ('norms', 0.3725048303604126)]"
34,established,0.2773534,"[('innovation', 0.4144083857536316), ('institutionalize', 0.4075465202331543), ('institutionalize', 0.4075465202331543)]"
35,legitimates,0.27734146,"[('legitimate', 0.49968698620796204), ('taken_granted', 0.4144469201564789), ('legitimacy', 0.4069277346134186)]"
36,pressures,0.27707234,"[('norms', 0.41779637336730957), ('conformity', 0.4088314473628998), ('institutional', 0.3916429579257965)]"
37,coercive_mimetic,0.2767582,"[('normative', 0.4545131027698517), ('organizational_field', 0.4334523677825928), ('institutional', 0.4320194125175476)]"
38,understandings,0.2765348,"[('taken_granted', 0.5543570518493652), ('socially_constructed', 0.5033162832260132), ('norms', 0.49172860383987427)]"
39,conventions,0.2765061,"[('norms', 0.5498636960983276), ('taken_granted', 0.47067952156066895), ('conform', 0.4287680387496948)]"
40,processes,0.27577168,"[('innovation', 0.48543819785118103), ('institutional', 0.43096643686294556), ('isomorphic', 0.39292043447494507)]"
41,collective,0.27575812,"[('norms', 0.42239272594451904), ('institutional', 0.3980739414691925), ('diffuse', 0.37406182289123535)]"
42,institutional_environment,0.2751355,"[('institutional', 0.6099712252616882), ('organizational_field', 0.46576425433158875), ('legitimacy', 0.4559490382671356)]"
43,rational,0.27429485,"[('normative', 0.47781407833099365), ('rationalized', 0.47023138403892517), ('legitimate', 0.3770672082901001)]"
44,social,0.2742914,"[('institutional', 0.5162642598152161), ('cultural', 0.5033652782440186), ('norms', 0.4087209701538086)]"
45,legitimizing,0.27382848,"[('legitimate', 0.5295045375823975), ('legitimacy', 0.4929223656654358), ('rationalize', 0.37075215578079224)]"
46,diffused,0.2737896,"[('diffuse', 0.6024595499038696), ('diffusion', 0.5135948657989502), ('rationalized', 0.39485442638397217)]"
47,dobbin,0.27229884,"[('institutional', 0.5139498710632324), ('organizational_field', 0.4640364944934845), ('diffusion', 0.4034120440483093)]"
48,bureaucratic,0.27148074,"[('rationalized', 0.4817970097064972), ('professional', 0.4392337501049042), ('institutional', 0.4254326820373535)]"
49,institutionally,0.27138788,"[('institutional', 0.46225443482398987), ('rationalized', 0.4280945658683777), ('legitimate', 0.39628344774246216)]"
50,reinforced,0.271125,"[('taken_granted', 0.42354094982147217), ('rationalize', 0.40281349420547485), ('norms', 0.39246177673339844)]"
51,actions,0.27104828,"[('institutional', 0.40437132120132446), ('norms', 0.3694148659706116), ('legitimate', 0.3454691171646118)]"
52,authority,0.270933,"[('legitimacy', 0.4992747902870178), ('legitimate', 0.45958369970321655), ('coercive', 0.40398797392845154)]"
53,routinized,0.27023813,"[('taken_granted', 0.47360801696777344), ('rationalized', 0.44171762466430664), ('decoupled', 0.4194182753562927)]"
54,conforming,0.26933762,"[('conform', 0.589117705821991), ('conformity', 0.5408569574356079), ('norms', 0.42354315519332886)]"
55,prevailing,0.26858595,"[('norms', 0.48631322383880615), ('taken_granted', 0.44652628898620605), ('conform', 0.4123130738735199)]"
56,organizational_form,0.26840514,"[('institutional', 0.5286481380462646), ('organizational_field', 0.4653923511505127), ('legitimacy', 0.43609464168548584)]"
57,govern,0.267974,"[('norms', 0.42840641736984253), ('institutionalize', 0.40779879689216614), ('institutionalize', 0.40779879689216614)]"
58,emergent,0.26765007,"[('loosely_coupled', 0.43609604239463806), ('isomorphic', 0.41207414865493774), ('institutional', 0.38171055912971497)]"
59,rooted,0.2673237,"[('socially_constructed', 0.40962308645248413), ('taken_granted', 0.38402509689331055), ('cultural', 0.35940515995025635)]"
60,principles,0.26710507,"[('norms', 0.4830205738544464), ('normative', 0.41456395387649536), ('norm', 0.3497387766838074)]"
