,term,cosine_sim_with_core, closest_terms_from_core
0,carrying_capacity,0.21828952,"[('carrying_capacity', 0.9999999403953552), ('ecological', 0.3867432177066803), ('structural_inertia', 0.31728124618530273)]"
1,chance_survival,0.13312836,"[('chance_survival', 1.0), ('organizational_form', 0.2402864396572113), ('natural_selection', 0.20531854033470154)]"
2,competition,0.20917308,"[('competition', 1.0), ('niche', 0.3234180808067322), ('selection', 0.2666991651058197)]"
3,death_rate,0.16399309,"[('death_rate', 1.0), ('population', 0.47248369455337524), ('density', 0.29904383420944214)]"
4,density,0.15459044,"[('density', 1.0), ('population', 0.38881200551986694), ('death_rate', 0.29904383420944214)]"
5,ecological,0.24817128,"[('ecological', 1.0), ('ecology', 0.5304547548294067), ('evolution', 0.4002000093460083)]"
6,ecology,0.2395591,"[('ecology', 0.9999999403953552), ('ecological', 0.5304547548294067), ('evolution', 0.40365591645240784)]"
7,evolution,0.2824597,"[('evolution', 1.0), ('evolutionary', 0.7414820194244385), ('natural_selection', 0.5854550004005432)]"
8,evolutionary,0.2534662,"[('evolutionary', 0.9999999403953552), ('evolution', 0.7414820194244385), ('natural_selection', 0.5506810545921326)]"
9,failure_rate,0.111733116,"[('failure_rate', 0.9999999403953552), ('death_rate', 0.20997516810894012), ('population', 0.17040657997131348)]"
10,fitness,0.20358564,"[('fitness', 0.9999999403953552), ('natural_selection', 0.43950849771499634), ('evolution', 0.3313016891479492)]"
11,generalist,0.17052211,"[('generalist', 1.0), ('specialist', 0.4346293807029724), ('organizational_form', 0.2749372720718384)]"
12,inertia,0.16419794,"[('inertia', 1.0), ('evolutionary', 0.2564401924610138), ('structural_inertia', 0.2559763193130493)]"
13,inertial,0.121236764,"[('inertial', 0.9999996423721313), ('inertia', 0.2510661780834198), ('structural_inertia', 0.19486196339130402)]"
14,legitimacy,0.16172743,"[('legitimacy', 1.0000001192092896), ('legitimate', 0.5667808651924133), ('organizational_form', 0.23899368941783905)]"
15,legitimate,0.1460949,"[('legitimate', 1.0), ('legitimacy', 0.5667808651924133), ('organizational_form', 0.22292496263980865)]"
16,natural_selection,0.24469063,"[('natural_selection', 1.0), ('evolution', 0.5854550004005432), ('evolutionary', 0.5506810545921326)]"
17,niche,0.19394977,"[('niche', 0.9999999403953552), ('competition', 0.3234180808067322), ('ecology', 0.29346218705177307)]"
18,organizational_form,0.20817249,"[('organizational_form', 1.0), ('evolution', 0.33908772468566895), ('niche', 0.27996593713760376)]"
19,population,0.21271273,"[('population', 0.9999998211860657), ('death_rate', 0.47248369455337524), ('density', 0.38881200551986694)]"
20,population_ecology,0.21618988,"[('population_ecology', 1.0), ('ecology', 0.3404273986816406), ('ecological', 0.3401449918746948)]"
21,reliability,0.12954494,"[('reliability', 1.000000238418579), ('selection', 0.23903164267539978), ('selection', 0.23903164267539978)]"
22,resistance_change,0.14886402,"[('resistance_change', 0.9999999403953552), ('inertia', 0.2436240166425705), ('ecological', 0.21197912096977234)]"
23,selection,0.23124418,"[('selection', 1.0), ('selection', 1.0), ('natural_selection', 0.3911701440811157)]"
24,selection,0.23124418,"[('selection', 1.0), ('selection', 1.0), ('natural_selection', 0.3911701440811157)]"
25,specialism,0.14581248,"[('specialism', 0.9999997019767761), ('specialist', 0.2549000084400177), ('generalist', 0.22778195142745972)]"
26,specialist,0.15687136,"[('specialist', 1.0), ('generalist', 0.4346293807029724), ('specialism', 0.2549000084400177)]"
27,structural_inertia,0.18491636,"[('structural_inertia', 0.9999999403953552), ('carrying_capacity', 0.31728124618530273), ('inertia', 0.2559763193130493)]"
0,organization,0.23871858,"[('organizational_form', 0.38640350103378296), ('evolution', 0.3669881820678711), ('resistance_change', 0.3486548662185669)]"
1,environment,0.23738389,"[('ecological', 0.46623772382736206), ('ecology', 0.4466722309589386), ('niche', 0.38034605979919434)]"
2,survival,0.23035271,"[('evolution', 0.38052108883857727), ('natural_selection', 0.3772768974304199), ('fitness', 0.33765697479248047)]"
3,adaptation,0.22778241,"[('evolution', 0.4757506847381592), ('evolutionary', 0.40588706731796265), ('natural_selection', 0.3754097819328308)]"
4,development,0.22104912,"[('evolution', 0.461136132478714), ('evolutionary', 0.3547595739364624), ('selection', 0.35289159417152405)]"
5,growth,0.218428,"[('population', 0.5096451640129089), ('evolution', 0.38457703590393066), ('carrying_capacity', 0.3646336793899536)]"
6,human_ecology,0.21321152,"[('ecology', 0.5677613019943237), ('ecological', 0.561920166015625), ('carrying_capacity', 0.34948185086250305)]"
7,adaptive,0.21314578,"[('evolutionary', 0.4403058588504791), ('evolution', 0.3921636939048767), ('natural_selection', 0.3648812770843506)]"
8,environmental,0.21291783,"[('ecological', 0.5219351053237915), ('ecology', 0.4509914517402649), ('carrying_capacity', 0.3438679873943329)]"
9,populations,0.21289681,"[('population', 0.6759159564971924), ('ecological', 0.3887907564640045), ('death_rate', 0.33628812432289124)]"
10,structure,0.21238296,"[('evolution', 0.3923752009868622), ('ecology', 0.3403165340423584), ('organizational_form', 0.3291347324848175)]"
11,biology,0.21148296,"[('evolution', 0.4921897351741791), ('natural_selection', 0.48015379905700684), ('evolutionary', 0.4453888237476349)]"
12,species,0.21136673,"[('natural_selection', 0.5467721819877625), ('evolution', 0.5144667625427246), ('evolutionary', 0.4739070534706116)]"
13,predator_prey,0.21072288,"[('natural_selection', 0.4103271961212158), ('evolution', 0.3462352752685547), ('ecological', 0.32794272899627686)]"
14,technology,0.21035703,"[('evolution', 0.31496453285217285), ('organizational_form', 0.30561405420303345), ('ecological', 0.3016257882118225)]"
15,human,0.20983739,"[('evolution', 0.4363487958908081), ('evolutionary', 0.4166294038295746), ('ecology', 0.3976176381111145)]"
16,dynamic,0.20955488,"[('evolution', 0.41859686374664307), ('inertia', 0.3812476396560669), ('evolutionary', 0.3808203637599945)]"
17,organizational,0.20903496,"[('ecological', 0.38993340730667114), ('resistance_change', 0.33301955461502075), ('organizational_form', 0.3228629231452942)]"
18,technological,0.2088876,"[('evolutionary', 0.37167397141456604), ('evolution', 0.3593705892562866), ('ecological', 0.31815582513809204)]"
19,environments,0.20711108,"[('ecological', 0.4224584996700287), ('ecology', 0.39463362097740173), ('evolution', 0.31244146823883057)]"
20,evolutionary_theory,0.20629512,"[('evolutionary', 0.5529755353927612), ('natural_selection', 0.5266080498695374), ('evolution', 0.4872547686100006)]"
21,biological,0.20465994,"[('natural_selection', 0.49202197790145874), ('evolution', 0.46940088272094727), ('evolutionary', 0.4477832317352295)]"
22,science,0.20406885,"[('ecology', 0.4149233102798462), ('evolution', 0.39475178718566895), ('evolutionary', 0.3286333680152893)]"
23,emergence,0.20375709,"[('evolution', 0.5605780482292175), ('evolutionary', 0.38130268454551697), ('competition', 0.3274906873703003)]"
24,differentiation,0.20294587,"[('evolution', 0.38676518201828003), ('ecological', 0.35532891750335693), ('competition', 0.33715707063674927)]"
25,processes,0.20288725,"[('evolution', 0.40350794792175293), ('selection', 0.36619916558265686), ('selection', 0.36619916558265686)]"
26,ecosystem,0.20270447,"[('ecological', 0.4745718836784363), ('carrying_capacity', 0.4699931740760803), ('ecology', 0.40624141693115234)]"
27,scientific,0.20263626,"[('evolution', 0.40215975046157837), ('evolutionary', 0.37286481261253357), ('legitimate', 0.3246574103832245)]"
28,its,0.20227087,"[('population', 0.29182514548301697), ('organizational_form', 0.270230770111084), ('evolution', 0.26832860708236694)]"
29,nature,0.20203984,"[('evolution', 0.4151107370853424), ('ecological', 0.3144930899143219), ('ecology', 0.29864224791526794)]"
30,evolving,0.20199287,"[('evolution', 0.5517117977142334), ('evolutionary', 0.4458717107772827), ('natural_selection', 0.28616827726364136)]"
31,society,0.20043388,"[('evolution', 0.4166991710662842), ('evolutionary', 0.33415061235427856), ('legitimacy', 0.33231866359710693)]"
32,systems,0.20012541,"[('evolution', 0.3750187158584595), ('ecological', 0.32622116804122925), ('evolutionary', 0.3154022693634033)]"
33,perspective,0.20010348,"[('evolutionary', 0.40154922008514404), ('evolution', 0.3969610035419464), ('ecological', 0.3499133586883545)]"
34,cultural,0.19978702,"[('evolution', 0.39050304889678955), ('ecological', 0.3770234286785126), ('evolutionary', 0.34009331464767456)]"
35,organizations,0.19944264,"[('population_ecology', 0.39255431294441223), ('organizational_form', 0.3326099216938019), ('competition', 0.29616686701774597)]"
36,societal,0.19930236,"[('ecological', 0.39108678698539734), ('evolution', 0.38784709572792053), ('evolutionary', 0.37773454189300537)]"
37,expansion,0.19881964,"[('competition', 0.3856552839279175), ('evolution', 0.36915379762649536), ('population', 0.31624314188957214)]"
38,culture,0.19856548,"[('evolution', 0.40076276659965515), ('evolutionary', 0.3362313508987427), ('legitimacy', 0.3027156591415405)]"
39,economic,0.19846818,"[('competition', 0.38233205676078796), ('population', 0.3683178424835205), ('ecological', 0.3391076326370239)]"
40,general,0.19768201,"[('specialist', 0.3479575514793396), ('population', 0.33736541867256165), ('selection', 0.31189364194869995)]"
41,history,0.19764711,"[('evolution', 0.5503350496292114), ('evolutionary', 0.4202558994293213), ('ecology', 0.3269082307815552)]"
42,modern,0.19734444,"[('evolution', 0.4584505259990692), ('evolutionary', 0.32348114252090454), ('legitimacy', 0.29060715436935425)]"
43,advanced,0.19730975,"[('evolution', 0.3312940001487732), ('evolutionary', 0.31684985756874084), ('generalist', 0.2914217412471771)]"
44,social,0.19668159,"[('ecology', 0.3868262767791748), ('evolution', 0.36015772819519043), ('ecological', 0.3560011088848114)]"
45,diversity,0.19597104,"[('evolution', 0.3371921181678772), ('ecological', 0.3004842698574066), ('ecology', 0.29018211364746094)]"
46,context,0.19547303,"[('ecological', 0.3482592701911926), ('ecology', 0.3126080632209778), ('evolution', 0.3088006377220154)]"
47,organizational_change,0.19528827,"[('resistance_change', 0.37331461906433105), ('ecological', 0.3348994851112366), ('natural_selection', 0.3187565207481384)]"
48,organizational_forms,0.1951327,"[('organizational_form', 0.48115089535713196), ('evolution', 0.40300458669662476), ('natural_selection', 0.35601097345352173)]"
49,view,0.1951182,"[('evolution', 0.39194455742836), ('evolutionary', 0.3813154399394989), ('legitimate', 0.30104368925094604)]"
50,complex,0.1946894,"[('evolution', 0.3711909055709839), ('ecological', 0.32900458574295044), ('evolutionary', 0.29317420721054077)]"
51,survive,0.19465937,"[('niche', 0.34686020016670227), ('evolution', 0.3180299401283264), ('natural_selection', 0.31629306077957153)]"
52,concept,0.19447803,"[('evolution', 0.39488938450813293), ('evolutionary', 0.32480040192604065), ('legitimacy', 0.2848145663738251)]"
53,functional,0.19443958,"[('evolution', 0.2991800606250763), ('evolutionary', 0.2980778217315674), ('generalist', 0.29430854320526123)]"
54,structural,0.19438496,"[('ecological', 0.4551791548728943), ('evolution', 0.3390057682991028), ('resistance_change', 0.33077555894851685)]"
55,approach,0.1942342,"[('evolutionary', 0.38125693798065186), ('ecological', 0.36628013849258423), ('evolution', 0.3278321325778961)]"
56,particular,0.19401996,"[('selection', 0.3870092034339905), ('selection', 0.3870092034339905), ('specialist', 0.33547595143318176)]"
57,process,0.1938977,"[('selection', 0.4245397448539734), ('selection', 0.4245397448539734), ('evolution', 0.3529422879219055)]"
58,application,0.1934103,"[('selection', 0.3643648028373718), ('selection', 0.3643648028373718), ('evolution', 0.33368802070617676)]"
59,genetic,0.1928262,"[('natural_selection', 0.5249779224395752), ('evolution', 0.4645996689796448), ('evolutionary', 0.41816407442092896)]"
60,thus,0.19262561,"[('population', 0.3404949903488159), ('selection', 0.3096136450767517), ('selection', 0.3096136450767517)]"
61,developing,0.19133833,"[('evolution', 0.3458273410797119), ('specialist', 0.294696569442749), ('evolutionary', 0.294532835483551)]"
62,historical,0.19079188,"[('evolution', 0.49848487973213196), ('evolutionary', 0.4487687349319458), ('ecological', 0.31986165046691895)]"
63,urbanization,0.19052662,"[('population', 0.4863783121109009), ('ecological', 0.4278351664543152), ('density', 0.3666968047618866)]"
64,political,0.19049796,"[('legitimacy', 0.43566250801086426), ('competition', 0.3614349365234375), ('ecological', 0.31690239906311035)]"
65,within,0.19021995,"[('selection', 0.28780555725097656), ('selection', 0.28780555725097656), ('legitimate', 0.285106897354126)]"
66,theory,0.19018848,"[('evolution', 0.45024532079696655), ('evolutionary', 0.3637702167034149), ('ecology', 0.33213651180267334)]"
