,term,cosine_sim_with_core, closest_terms_from_core
0,carrying_capacity,0.30077305,"[('carrying_capacity', 0.9999999403953552), ('niche', 0.4797203540802002), ('population_ecology', 0.44606906175613403)]"
1,chance_survival,0.19104041,"[('chance_survival', 1.0), ('death_rate', 0.2601874768733978), ('carrying_capacity', 0.2515895664691925)]"
2,competition,0.2959947,"[('competition', 1.0000001192092896), ('niche', 0.390576034784317), ('evolution', 0.3786696493625641)]"
3,death_rate,0.2634739,"[('death_rate', 1.000000238418579), ('failure_rate', 0.4616333842277527), ('population', 0.43764883279800415)]"
4,density,0.28004354,"[('density', 0.9999999403953552), ('population', 0.46015921235084534), ('failure_rate', 0.4552730619907379)]"
5,ecological,0.33290908,"[('ecological', 1.0), ('ecology', 0.6405127048492432), ('population_ecology', 0.5356576442718506)]"
6,ecology,0.2945421,"[('ecology', 1.0000001192092896), ('ecological', 0.6405127048492432), ('evolution', 0.44719210267066956)]"
7,evolution,0.36225003,"[('evolution', 1.0000001192092896), ('evolutionary', 0.7657392024993896), ('natural_selection', 0.6152126789093018)]"
8,evolutionary,0.32713482,"[('evolutionary', 1.0), ('evolution', 0.7657392024993896), ('natural_selection', 0.6384547352790833)]"
9,failure_rate,0.26417202,"[('failure_rate', 1.0), ('death_rate', 0.4616333842277527), ('density', 0.4552730619907379)]"
10,fitness,0.2511973,"[('fitness', 1.0), ('population_ecology', 0.3288124203681946), ('natural_selection', 0.32032841444015503)]"
11,generalist,0.24839595,"[('generalist', 1.0), ('specialist', 0.5149348378181458), ('specialism', 0.4035523235797882)]"
12,inertia,0.28986618,"[('inertia', 1.0000001192092896), ('resistance_change', 0.42805996537208557), ('structural_inertia', 0.41358715295791626)]"
13,inertial,0.24752727,"[('inertial', 1.0000001192092896), ('inertia', 0.38964518904685974), ('natural_selection', 0.34998345375061035)]"
14,legitimacy,0.26169303,"[('legitimacy', 0.9999998807907104), ('legitimate', 0.6174986362457275), ('organizational_form', 0.37397056818008423)]"
15,legitimate,0.17512074,"[('legitimate', 1.0000001192092896), ('legitimacy', 0.6174986362457275), ('organizational_form', 0.21143223345279694)]"
16,natural_selection,0.33727893,"[('natural_selection', 1.0), ('evolutionary', 0.6384547352790833), ('evolution', 0.6152126789093018)]"
17,niche,0.32713467,"[('niche', 1.0000001192092896), ('population_ecology', 0.5547811985015869), ('carrying_capacity', 0.4797203540802002)]"
18,organizational_form,0.33551043,"[('organizational_form', 0.9999998807907104), ('population_ecology', 0.49902284145355225), ('evolution', 0.489593505859375)]"
19,population,0.27162662,"[('population', 1.0000001192092896), ('density', 0.46015921235084534), ('death_rate', 0.43764883279800415)]"
20,population_ecology,0.36986214,"[('population_ecology', 1.0), ('natural_selection', 0.5682773590087891), ('niche', 0.5547811985015869)]"
21,reliability,0.1827027,"[('reliability', 1.0000001192092896), ('legitimacy', 0.2741283178329468), ('selection', 0.2557554543018341)]"
22,resistance_change,0.1827402,"[('resistance_change', 1.0), ('inertia', 0.42805996537208557), ('evolution', 0.2582188844680786)]"
23,selection,0.2747893,"[('selection', 1.0), ('selection', 1.0), ('natural_selection', 0.43300849199295044)]"
24,selection,0.2747893,"[('selection', 1.0), ('selection', 1.0), ('natural_selection', 0.43300849199295044)]"
25,specialism,0.24264225,"[('specialism', 1.000000238418579), ('generalist', 0.4035523235797882), ('specialist', 0.3450506925582886)]"
26,specialist,0.24611484,"[('specialist', 1.0), ('generalist', 0.5149348378181458), ('specialism', 0.3450506925582886)]"
27,structural_inertia,0.31962729,"[('structural_inertia', 1.0000001192092896), ('population_ecology', 0.5263879299163818), ('ecological', 0.4243152141571045)]"
0,organizational_populations,0.37217206,"[('population_ecology', 0.6938450932502747), ('structural_inertia', 0.5640802383422852), ('organizational_form', 0.5333881378173828)]"
1,organizational_ecology,0.34407753,"[('population_ecology', 0.6798067688941956), ('structural_inertia', 0.5479413270950317), ('ecological', 0.534609317779541)]"
2,organizational_forms,0.33725786,"[('organizational_form', 0.6923313140869141), ('population_ecology', 0.5846157073974609), ('structural_inertia', 0.5089727640151978)]"
3,populations_organizations,0.33245176,"[('population_ecology', 0.6352616548538208), ('ecological', 0.4980871081352234), ('structural_inertia', 0.4870045483112335)]"
4,freeman,0.32361057,"[('ecology', 0.539392352104187), ('population_ecology', 0.5283675789833069), ('structural_inertia', 0.5116385221481323)]"
5,organizational_change,0.32227108,"[('structural_inertia', 0.5941314697265625), ('population_ecology', 0.5014895796775818), ('evolution', 0.47954830527305603)]"
6,density_dependence,0.32143894,"[('population_ecology', 0.5823010206222534), ('density', 0.5245147347450256), ('organizational_form', 0.47347337007522583)]"
7,organizations,0.32002807,"[('population_ecology', 0.4944809675216675), ('structural_inertia', 0.49448058009147644), ('organizational_form', 0.48752954602241516)]"
8,organizational_population,0.3135887,"[('population_ecology', 0.5394604206085205), ('density', 0.4823424816131592), ('structural_inertia', 0.4803437292575836)]"
9,environmental_selection,0.31352445,"[('population_ecology', 0.5482159852981567), ('natural_selection', 0.5122352242469788), ('structural_inertia', 0.4654797613620758)]"
10,niche_width,0.31174296,"[('population_ecology', 0.5464004278182983), ('structural_inertia', 0.4731467068195343), ('niche', 0.4219893217086792)]"
11,resource_partitioning,0.31132096,"[('population_ecology', 0.5365955829620361), ('niche', 0.46020427346229553), ('carrying_capacity', 0.4525691568851471)]"
12,environments,0.30841234,"[('ecological', 0.4932335615158081), ('structural_inertia', 0.4532559812068939), ('population_ecology', 0.44047701358795166)]"
13,founding,0.30838856,"[('organizational_form', 0.5159220695495605), ('population_ecology', 0.4529574513435364), ('structural_inertia', 0.44562944769859314)]"
14,tucker_house,0.30382803,"[('population_ecology', 0.4594016671180725), ('death_rate', 0.44034725427627563), ('ecological', 0.4131678342819214)]"
15,survival,0.30379316,"[('evolution', 0.44230586290359497), ('niche', 0.3837747871875763), ('organizational_form', 0.3745519518852234)]"
16,organizational,0.30063826,"[('organizational_form', 0.4486153721809387), ('ecological', 0.43915343284606934), ('population_ecology', 0.41663601994514465)]"
17,populations,0.3004647,"[('population', 0.7225896716117859), ('ecological', 0.4808553457260132), ('population_ecology', 0.42382627725601196)]"
18,population_organizations,0.29993543,"[('population_ecology', 0.5057464241981506), ('population', 0.4345950782299042), ('organizational_form', 0.41626089811325073)]"
19,liability_newness,0.2954145,"[('structural_inertia', 0.5885844230651855), ('population_ecology', 0.522929310798645), ('death_rate', 0.45887258648872375)]"
20,human_ecology,0.29390088,"[('ecological', 0.6581583619117737), ('ecology', 0.6089107394218445), ('population_ecology', 0.5011887550354004)]"
21,environment,0.29037985,"[('ecological', 0.49325433373451233), ('evolution', 0.4199560284614563), ('niche', 0.4129466414451599)]"
22,organization,0.2891836,"[('organizational_form', 0.4876554012298584), ('evolution', 0.40975019335746765), ('structural_inertia', 0.3974963426589966)]"
