,term,cosine_sim_with_core, closest_terms_from_core
0,board_directors,0.2524187,"[('board_directors', 1.0), ('interlock', 0.36221104860305786), ('merger', 0.3564710021018982)]"
1,buffer,0.1666723,"[('buffer', 1.0), ('pressure', 0.3179715871810913), ('control', 0.2764893174171448)]"
2,coalition,0.23253815,"[('coalition', 0.9999999403953552), ('cooperation', 0.3528822660446167), ('board_directors', 0.32888901233673096)]"
3,constrain,0.23161808,"[('constrain', 1.0), ('influence', 0.42979997396469116), ('constraint', 0.39126765727996826)]"
4,constraint,0.25024188,"[('constraint', 0.9999998807907104), ('constrain', 0.39126765727996826), ('network', 0.36269670724868774)]"
5,control,0.31672487,"[('control', 1.0), ('power', 0.5450859069824219), ('influence', 0.539639949798584)]"
6,cooperate,0.23293273,"[('cooperate', 1.0), ('cooperation', 0.652873158454895), ('merge', 0.3475339114665985)]"
7,cooperation,0.31357813,"[('cooperation', 1.0000001192092896), ('cooperate', 0.652873158454895), ('interdependence', 0.5931037664413452)]"
8,dependence,0.28279334,"[('dependence', 0.9999998807907104), ('dependent', 0.5880993604660034), ('interdependence', 0.4406949281692505)]"
9,dependent,0.23745085,"[('dependent', 1.0000001192092896), ('dependence', 0.5880993604660034), ('interdependent', 0.4230368137359619)]"
10,director_interlocks,0.24958512,"[('director_interlocks', 0.9999998211860657), ('interlock', 0.4450061321258545), ('influence', 0.3708748519420624)]"
11,diversification,0.26827797,"[('diversification', 1.0), ('diversify', 0.5757710933685303), ('merger', 0.43169257044792175)]"
12,diversify,0.23327158,"[('diversify', 1.0), ('diversification', 0.5757710933685303), ('merge', 0.308508038520813)]"
13,dominance,0.23608406,"[('dominance', 1.000000238418579), ('power', 0.452447772026062), ('dependence', 0.4080445468425751)]"
14,exchange,0.28491476,"[('exchange', 0.9999998807907104), ('cooperation', 0.46018028259277344), ('network', 0.4312087893486023)]"
15,external,0.30110323,"[('external', 0.9999997615814209), ('resource_dependence', 0.47198960185050964), ('control', 0.4377426505088806)]"
16,horizontal,0.287594,"[('horizontal', 1.0), ('vertical', 0.8164341449737549), ('interdependence', 0.4223831593990326)]"
17,influence,0.3333502,"[('influence', 1.0), ('power', 0.5655266642570496), ('control', 0.539639949798584)]"
18,interdependence,0.32872424,"[('interdependence', 0.9999999403953552), ('interdependent', 0.6984868049621582), ('cooperation', 0.5931037664413452)]"
19,interdependent,0.2798186,"[('interdependent', 0.9999997019767761), ('interdependence', 0.6984868049621582), ('dependent', 0.4230368137359619)]"
20,interlock,0.26058125,"[('interlock', 0.9999997615814209), ('interlocking', 0.45881667733192444), ('director_interlocks', 0.4450061321258545)]"
21,interlocking,0.25407377,"[('interlocking', 1.0), ('interlock', 0.45881667733192444), ('resource_dependence', 0.4304240942001343)]"
22,joint_venture,0.254562,"[('joint_venture', 1.0000001192092896), ('cooperation', 0.42291489243507385), ('merger', 0.3733293414115906)]"
23,merge,0.22259493,"[('merge', 1.0), ('merged', 0.5718948245048523), ('merger', 0.5048785209655762)]"
24,merged,0.18610501,"[('merged', 0.9999997615814209), ('merge', 0.5718948245048523), ('merger', 0.5354484915733337)]"
25,merger,0.27192977,"[('merger', 1.0), ('merged', 0.5354484915733337), ('merge', 0.5048785209655762)]"
26,network,0.35161266,"[('network', 1.0), ('network', 1.0), ('interdependence', 0.4494783878326416)]"
27,network,0.35161266,"[('network', 1.0), ('network', 1.0), ('interdependence', 0.4494783878326416)]"
28,power,0.32533467,"[('power', 1.0000001192092896), ('influence', 0.5655266642570496), ('control', 0.5450859069824219)]"
29,pressure,0.22754246,"[('pressure', 0.9999997615814209), ('external', 0.39428186416625977), ('influence', 0.3678678274154663)]"
30,resource_dependence,0.31008133,"[('resource_dependence', 0.9999998807907104), ('external', 0.47198960185050964), ('interlocking', 0.4304240942001343)]"
31,sanction,0.18929374,"[('sanction', 0.9999999403953552), ('cooperate', 0.329739511013031), ('cooperation', 0.29919883608818054)]"
32,vertical,0.29050478,"[('vertical', 1.0), ('horizontal', 0.8164341449737549), ('network', 0.4034119248390198)]"
0,networks,0.3326879,"[('network', 0.8354135751724243), ('network', 0.8354135751724243), ('exchange', 0.44834908843040466)]"
1,structure,0.3218118,"[('network', 0.5238665342330933), ('network', 0.5238665342330933), ('control', 0.48484012484550476)]"
2,coordination,0.31175944,"[('interdependence', 0.5903087854385376), ('cooperation', 0.5740483403205872), ('network', 0.4833226203918457)]"
3,relationships,0.3079072,"[('network', 0.5212879180908203), ('network', 0.5212879180908203), ('interdependence', 0.5157727599143982)]"
4,ties,0.3018162,"[('network', 0.6413532495498657), ('network', 0.6413532495498657), ('director_interlocks', 0.45989441871643066)]"
5,other,0.29881507,"[('external', 0.4670225977897644), ('influence', 0.462770938873291), ('control', 0.44655847549438477)]"
6,firms,0.29825124,"[('diversification', 0.49052464962005615), ('joint_venture', 0.4399971067905426), ('network', 0.43592751026153564)]"
7,competition,0.2973999,"[('cooperation', 0.4824402332305908), ('interdependence', 0.44862061738967896), ('network', 0.43024104833602905)]"
8,alliances,0.2954763,"[('joint_venture', 0.5889792442321777), ('cooperation', 0.49465686082839966), ('network', 0.49127858877182007)]"
9,alliance,0.295349,"[('joint_venture', 0.5910292863845825), ('network', 0.5011457800865173), ('network', 0.5011457800865173)]"
10,also,0.2947383,"[('control', 0.5045877695083618), ('influence', 0.4632052779197693), ('network', 0.4496389925479889)]"
11,linkages,0.29443902,"[('network', 0.4818423092365265), ('network', 0.4818423092365265), ('interdependence', 0.47548365592956543)]"
12,corporations,0.29327524,"[('diversification', 0.4261988699436188), ('director_interlocks', 0.4234059453010559), ('board_directors', 0.42240428924560547)]"
13,strategic,0.29220027,"[('diversification', 0.47852659225463867), ('influence', 0.4465412497520447), ('external', 0.42755845189094543)]"
14,thus,0.29177955,"[('influence', 0.4613911211490631), ('control', 0.4551433324813843), ('network', 0.4313475787639618)]"
15,firm,0.29156923,"[('diversification', 0.48996180295944214), ('network', 0.48454830050468445), ('network', 0.48454830050468445)]"
16,within,0.29146767,"[('network', 0.4609644412994385), ('network', 0.4609644412994385), ('influence', 0.4098336100578308)]"
17,institutional,0.29132783,"[('external', 0.4869169592857361), ('resource_dependence', 0.46033793687820435), ('network', 0.43778520822525024)]"
18,organizations,0.289438,"[('resource_dependence', 0.4494706690311432), ('influence', 0.44069862365722656), ('external', 0.43900012969970703)]"
19,relations,0.28918767,"[('cooperation', 0.47891101241111755), ('exchange', 0.47558966279029846), ('network', 0.4592602849006653)]"
20,internal,0.28860864,"[('external', 0.8118715286254883), ('control', 0.48547983169555664), ('network', 0.4117424488067627)]"
21,structures,0.28806058,"[('network', 0.4565720856189728), ('network', 0.4565720856189728), ('power', 0.4391920566558838)]"
22,which,0.28750914,"[('control', 0.48002901673316956), ('influence', 0.43013617396354675), ('network', 0.4195307195186615)]"
23,organization,0.2871846,"[('network', 0.4738480746746063), ('network', 0.4738480746746063), ('external', 0.4532415270805359)]"
24,economic,0.28713644,"[('cooperation', 0.4611034095287323), ('exchange', 0.4420512020587921), ('diversification', 0.4208700358867645)]"
25,governance,0.28633344,"[('board_directors', 0.45364537835121155), ('cooperation', 0.40634089708328247), ('control', 0.403366357088089)]"
26,collaboration,0.28493872,"[('cooperation', 0.6808446645736694), ('interdependence', 0.4895871877670288), ('cooperate', 0.43181076645851135)]"
27,corporate,0.28488398,"[('diversification', 0.5049211978912354), ('board_directors', 0.45830950140953064), ('control', 0.44935858249664307)]"
28,partners,0.28486428,"[('joint_venture', 0.5484623908996582), ('cooperation', 0.45079147815704346), ('exchange', 0.4424034357070923)]"
29,multinational,0.2845021,"[('joint_venture', 0.5365514755249023), ('diversification', 0.4518832266330719), ('network', 0.40793538093566895)]"
30,industry,0.28443944,"[('diversification', 0.5278027653694153), ('network', 0.47722625732421875), ('network', 0.47722625732421875)]"
31,form,0.28399432,"[('network', 0.44717490673065186), ('network', 0.44717490673065186), ('control', 0.41440367698669434)]"
32,resources,0.2835616,"[('network', 0.45260000228881836), ('network', 0.45260000228881836), ('external', 0.4366752505302429)]"
33,market,0.28213435,"[('diversification', 0.4919864237308502), ('network', 0.47388380765914917), ('network', 0.47388380765914917)]"
34,integration,0.28203213,"[('interdependence', 0.5071971416473389), ('cooperation', 0.45402735471725464), ('network', 0.42312878370285034)]"
35,local,0.2809151,"[('network', 0.48493492603302), ('network', 0.48493492603302), ('external', 0.4017742872238159)]"
36,strategy,0.28079382,"[('diversification', 0.5497244000434875), ('network', 0.43675482273101807), ('network', 0.43675482273101807)]"
37,relationship,0.28069186,"[('influence', 0.5058392286300659), ('exchange', 0.47131434082984924), ('interdependence', 0.46531936526298523)]"
38,resource,0.27996358,"[('network', 0.47680899500846863), ('network', 0.47680899500846863), ('resource_dependence', 0.42281460762023926)]"
39,markets,0.27961743,"[('diversification', 0.49687066674232483), ('network', 0.45044344663619995), ('network', 0.45044344663619995)]"
40,through,0.2791629,"[('influence', 0.4727632403373718), ('network', 0.4665900468826294), ('network', 0.4665900468826294)]"
41,structural,0.27870148,"[('network', 0.4647924304008484), ('network', 0.4647924304008484), ('influence', 0.43295127153396606)]"
42,business,0.2763507,"[('diversification', 0.46253079175949097), ('joint_venture', 0.4357467591762543), ('network', 0.42360448837280273)]"
43,context,0.27527255,"[('influence', 0.533461332321167), ('network', 0.433694064617157), ('network', 0.433694064617157)]"
44,among,0.2751209,"[('interdependence', 0.44335120916366577), ('influence', 0.44248777627944946), ('network', 0.42710626125335693)]"
45,ownership,0.2742206,"[('diversification', 0.4873719811439514), ('board_directors', 0.4806051254272461), ('control', 0.46345749497413635)]"
46,therefore,0.274179,"[('influence', 0.4339873790740967), ('control', 0.40577197074890137), ('network', 0.39662641286849976)]"
47,both,0.27391016,"[('control', 0.4551713168621063), ('influence', 0.42545872926712036), ('network', 0.3863760232925415)]"
48,cooperative,0.27366734,"[('cooperation', 0.7019381523132324), ('cooperate', 0.5527472496032715), ('interdependence', 0.48217064142227173)]"
49,incentives,0.2732446,"[('cooperation', 0.45610156655311584), ('control', 0.3969246745109558), ('influence', 0.3725827932357788)]"
50,formation,0.2729761,"[('joint_venture', 0.41233301162719727), ('cooperation', 0.4053856134414673), ('influence', 0.4012354016304016)]"
51,political,0.2727177,"[('power', 0.48699259757995605), ('influence', 0.47380530834198), ('control', 0.3967863619327545)]"
52,transactions,0.27257803,"[('exchange', 0.5587878227233887), ('network', 0.42072880268096924), ('network', 0.42072880268096924)]"
53,large,0.27241096,"[('network', 0.4205751419067383), ('network', 0.4205751419067383), ('power', 0.3842012286186218)]"
54,acquisition,0.27240974,"[('merger', 0.5651440620422363), ('joint_venture', 0.4974963665008545), ('diversification', 0.48253926634788513)]"
55,strategic_alliances,0.27146268,"[('joint_venture', 0.5980998277664185), ('cooperation', 0.5074576139450073), ('network', 0.46778929233551025)]"
56,perspective,0.2712598,"[('resource_dependence', 0.48625659942626953), ('influence', 0.4266648292541504), ('external', 0.4034794569015503)]"
57,financial,0.27046567,"[('diversification', 0.4514622092247009), ('external', 0.41401827335357666), ('control', 0.4048829674720764)]"
58,interlocking_directorates,0.26992905,"[('director_interlocks', 0.5371319055557251), ('interlock', 0.5290895700454712), ('resource_dependence', 0.49271535873413086)]"
59,vertical_integration,0.26977566,"[('diversification', 0.5627833604812622), ('vertical', 0.5179487466812134), ('interdependence', 0.4187288284301758)]"
60,social,0.2696829,"[('influence', 0.45299750566482544), ('network', 0.4394304156303406), ('network', 0.4394304156303406)]"
61,processes,0.26941168,"[('influence', 0.5083702802658081), ('control', 0.44565144181251526), ('interdependent', 0.4325959086418152)]"
62,governance_structures,0.26927245,"[('resource_dependence', 0.4231422245502472), ('vertical', 0.38184642791748047), ('cooperation', 0.38047727942466736)]"
63,its,0.2687785,"[('network', 0.48901790380477905), ('network', 0.48901790380477905), ('external', 0.3959800899028778)]"
64,corporation,0.26849985,"[('board_directors', 0.46683722734451294), ('network', 0.3942110538482666), ('network', 0.3942110538482666)]"
65,manage,0.26835868,"[('diversify', 0.4349097013473511), ('control', 0.42702093720436096), ('influence', 0.3910069465637207)]"
66,international,0.26784754,"[('joint_venture', 0.4983604848384857), ('diversification', 0.42927029728889465), ('cooperation', 0.4199540913105011)]"
67,institutions,0.2676847,"[('external', 0.39139503240585327), ('network', 0.36912447214126587), ('network', 0.36912447214126587)]"
68,effect,0.26766905,"[('influence', 0.6545208692550659), ('control', 0.4714072346687317), ('power', 0.38021761178970337)]"
69,influences,0.26765874,"[('influence', 0.7464354038238525), ('constrain', 0.41827666759490967), ('external', 0.39280638098716736)]"
70,effects,0.2674242,"[('influence', 0.6481847167015076), ('control', 0.5090200901031494), ('interdependence', 0.3816505968570709)]"
71,mechanisms,0.2674231,"[('control', 0.4523327350616455), ('influence', 0.42613691091537476), ('external', 0.41721856594085693)]"
72,coordinate,0.26723358,"[('interdependent', 0.4651453495025635), ('interdependence', 0.42928463220596313), ('cooperate', 0.42073526978492737)]"
73,agency,0.26716897,"[('control', 0.4336218237876892), ('board_directors', 0.4290101230144501), ('external', 0.39599230885505676)]"
74,dynamics,0.26715258,"[('interdependence', 0.45352596044540405), ('influence', 0.41880732774734497), ('interdependent', 0.4034796953201294)]"
75,diversified,0.26686573,"[('diversification', 0.6230073571205139), ('diversify', 0.6180489659309387), ('merger', 0.3752477169036865)]"
76,buyers_suppliers,0.26637605,"[('vertical', 0.4042859673500061), ('interdependence', 0.3919503390789032), ('resource_dependence', 0.38772153854370117)]"
77,managerial,0.2656996,"[('control', 0.5155255794525146), ('influence', 0.47406068444252014), ('diversification', 0.42429119348526)]"
78,competitive,0.26541004,"[('network', 0.4015958309173584), ('network', 0.4015958309173584), ('external', 0.38317084312438965)]"
79,strategies,0.26519537,"[('diversification', 0.45991361141204834), ('influence', 0.4331534206867218), ('cooperation', 0.39948365092277527)]"
80,size,0.26513276,"[('network', 0.4289672374725342), ('network', 0.4289672374725342), ('diversification', 0.42166513204574585)]"
81,particular,0.2650478,"[('influence', 0.47668367624282837), ('network', 0.4307568073272705), ('network', 0.4307568073272705)]"
82,board_interlocks,0.2649256,"[('director_interlocks', 0.54166179895401), ('interlock', 0.5346825122833252), ('resource_dependence', 0.4641883969306946)]"
83,independent,0.26470706,"[('dependent', 0.5417349338531494), ('interdependent', 0.4582845866680145), ('influence', 0.38553187251091003)]"
84,bargaining_power,0.26450738,"[('power', 0.4906706213951111), ('joint_venture', 0.4364606738090515), ('influence', 0.3814544081687927)]"
85,technology,0.2642888,"[('network', 0.4884868264198303), ('network', 0.4884868264198303), ('control', 0.41138893365859985)]"
86,organizational,0.2641321,"[('influence', 0.4996486306190491), ('external', 0.425407350063324), ('control', 0.41850045323371887)]"
87,suppliers_customers,0.26405922,"[('external', 0.4514075517654419), ('network', 0.39595597982406616), ('network', 0.39595597982406616)]"
88,interlocks,0.2637588,"[('interlock', 0.6737971305847168), ('director_interlocks', 0.5845274925231934), ('interlocking', 0.4844943881034851)]"
89,example,0.263708,"[('influence', 0.42782923579216003), ('network', 0.4265119731426239), ('network', 0.4265119731426239)]"
90,however,0.2633272,"[('control', 0.44204020500183105), ('influence', 0.4262170195579529), ('network', 0.38200485706329346)]"
91,profitability,0.26300135,"[('diversification', 0.5493667721748352), ('merger', 0.3979009687900543), ('influence', 0.37143009901046753)]"
92,activities,0.26296604,"[('network', 0.4280492067337036), ('network', 0.4280492067337036), ('interdependent', 0.4069361090660095)]"
93,capital,0.2627957,"[('exchange', 0.4137873947620392), ('network', 0.41347622871398926), ('network', 0.41347622871398926)]"
94,new,0.26264554,"[('control', 0.4456450939178467), ('network', 0.4064757227897644), ('network', 0.4064757227897644)]"
95,complementary,0.26211005,"[('interdependent', 0.46430736780166626), ('network', 0.41341808438301086), ('network', 0.41341808438301086)]"
96,alliance_formation,0.26173592,"[('network', 0.47837942838668823), ('network', 0.47837942838668823), ('joint_venture', 0.4354926347732544)]"
97,competing,0.26166114,"[('interdependent', 0.36670970916748047), ('interdependence', 0.34208643436431885), ('power', 0.3398165702819824)]"
98,capabilities,0.26156166,"[('network', 0.4806889295578003), ('network', 0.4806889295578003), ('external', 0.4183967709541321)]"
99,members,0.26150364,"[('board_directors', 0.4516722559928894), ('influence', 0.4043060541152954), ('cooperation', 0.3841358423233032)]"
100,established,0.261297,"[('network', 0.4112394452095032), ('network', 0.4112394452095032), ('external', 0.3599117398262024)]"
101,operate,0.26116508,"[('constrain', 0.43862929940223694), ('influence', 0.4006134271621704), ('diversify', 0.3735157251358032)]"
102,innovation,0.26112425,"[('diversification', 0.46737200021743774), ('cooperation', 0.43802329897880554), ('network', 0.4334583580493927)]"
103,industrial,0.26102278,"[('control', 0.4004625380039215), ('cooperation', 0.39264991879463196), ('diversification', 0.3893333077430725)]"
104,embedded,0.26101375,"[('network', 0.487299382686615), ('network', 0.487299382686615), ('interdependent', 0.46424707770347595)]"
105,flows,0.2609193,"[('network', 0.486892968416214), ('network', 0.486892968416214), ('vertical', 0.4325990378856659)]"
106,between,0.26066038,"[('control', 0.3976648449897766), ('interdependence', 0.39425164461135864), ('network', 0.38268396258354187)]"
107,operating,0.2604264,"[('control', 0.4104579985141754), ('network', 0.35008734464645386), ('network', 0.35008734464645386)]"
108,resource_dependencies,0.26009643,"[('resource_dependence', 0.5642200708389282), ('external', 0.40756773948669434), ('director_interlocks', 0.38066819310188293)]"
109,operations,0.26000717,"[('network', 0.4326542615890503), ('network', 0.4326542615890503), ('diversification', 0.43220922350883484)]"
