,term,cosine_sim_with_core, closest_terms_from_core
0,ceremonial,0.25518155,"[('ceremonial', 0.9999999403953552), ('ritual', 0.6461986303329468), ('rationalized', 0.35405635833740234)]"
1,coercion,0.2455816,"[('coercion', 1.0000001192092896), ('coercive', 0.7099563479423523), ('legitimate', 0.40450382232666016)]"
2,coercive,0.26546544,"[('coercive', 1.0), ('coercion', 0.7099563479423523), ('legitimate', 0.4120098948478699)]"
3,conform,0.24516903,"[('conform', 0.9999998807907104), ('norms', 0.43307018280029297), ('conformity', 0.4327104687690735)]"
4,conformity,0.28137043,"[('conformity', 1.0), ('norms', 0.5805478096008301), ('normative', 0.483224093914032)]"
5,cultural,0.29816124,"[('cultural', 1.0), ('institutional', 0.5251688957214355), ('norms', 0.49135732650756836)]"
6,decoupled,0.20080371,"[('decoupled', 1.0000001192092896), ('rationalized', 0.29859068989753723), ('legitimate', 0.26948869228363037)]"
7,diffuse,0.25701165,"[('diffuse', 1.0), ('legitimacy', 0.35670143365859985), ('diffusion', 0.31911787390708923)]"
8,diffusion,0.23798233,"[('diffusion', 1.0), ('innovation', 0.6132374405860901), ('imitation', 0.5396313071250916)]"
9,imitate,0.2462766,"[('imitate', 0.9999998807907104), ('imitation', 0.526701807975769), ('rationalize', 0.3373525142669678)]"
10,imitation,0.2271121,"[('imitation', 0.9999999403953552), ('diffusion', 0.5396313071250916), ('imitate', 0.526701807975769)]"
11,innovation,0.24747412,"[('innovation', 1.0), ('diffusion', 0.6132374405860901), ('imitation', 0.48280707001686096)]"
12,institutional,0.31734368,"[('institutional', 0.9999997615814209), ('cultural', 0.5251688957214355), ('legitimacy', 0.44529151916503906)]"
13,institutionalize,0.29605147,"[('institutionalize', 1.0), ('institutionalize', 1.0), ('rationalize', 0.4396842420101166)]"
14,institutionalize,0.29605147,"[('institutionalize', 1.0), ('institutionalize', 1.0), ('rationalize', 0.4396842420101166)]"
15,isomorphic,0.21807073,"[('isomorphic', 1.0), ('loosely_coupled', 0.32584431767463684), ('organizational_field', 0.29617148637771606)]"
16,legitimacy,0.3312805,"[('legitimacy', 0.9999998807907104), ('legitimate', 0.6174986362457275), ('institutional', 0.44529151916503906)]"
17,legitimate,0.33780256,"[('legitimate', 1.0000001192092896), ('legitimacy', 0.6174986362457275), ('normative', 0.4432445466518402)]"
18,loosely_coupled,0.25041363,"[('loosely_coupled', 1.0), ('institutional', 0.3770409822463989), ('ceremonial', 0.33496707677841187)]"
19,mimetic,0.22011743,"[('mimetic', 1.0), ('imitation', 0.3420925736427307), ('imitate', 0.2925332486629486)]"
20,norm,0.24742384,"[('norm', 1.0), ('norms', 0.6755543947219849), ('normative', 0.4956464171409607)]"
21,normative,0.33321172,"[('normative', 1.0), ('norms', 0.6488364934921265), ('norm', 0.4956464171409607)]"
22,norms,0.34064886,"[('norms', 0.9999998807907104), ('norm', 0.6755543947219849), ('normative', 0.6488364934921265)]"
23,organizational_field,0.23430029,"[('organizational_field', 1.0), ('institutional', 0.38681328296661377), ('isomorphic', 0.29617148637771606)]"
24,profession,0.24421676,"[('profession', 1.0), ('professional', 0.6646021008491516), ('institutional', 0.362029492855072)]"
25,professional,0.26033297,"[('professional', 0.9999999403953552), ('profession', 0.6646021008491516), ('institutional', 0.3736021816730499)]"
26,rationalize,0.25996265,"[('rationalize', 1.0), ('rationalized', 0.5211572051048279), ('institutionalize', 0.4396842420101166)]"
27,rationalized,0.2933407,"[('rationalized', 1.0), ('rationalize', 0.5211572051048279), ('taken_granted', 0.356702983379364)]"
28,ritual,0.24228868,"[('ritual', 0.9999998807907104), ('ceremonial', 0.6461985111236572), ('taken_granted', 0.3592956066131592)]"
29,socially_constructed,0.25143984,"[('socially_constructed', 1.000000238418579), ('taken_granted', 0.5048253536224365), ('legitimate', 0.3466838300228119)]"
30,taken_granted,0.2945001,"[('taken_granted', 0.9999998807907104), ('socially_constructed', 0.5048253536224365), ('legitimate', 0.42670321464538574)]"
0,authoritative,0.24752028,"[('legitimate', 0.4677223265171051), ('coercive', 0.40304550528526306), ('normative', 0.3607221245765686)]"
1,ceremonial,0.25518155,"[('ceremonial', 0.9999999403953552), ('ritual', 0.6461986303329468), ('rationalized', 0.35405635833740234)]"
2,coercion,0.2455816,"[('coercion', 1.0000001192092896), ('coercive', 0.7099563479423523), ('legitimate', 0.40450382232666016)]"
3,coercive,0.26546544,"[('coercive', 1.0), ('coercion', 0.7099563479423523), ('legitimate', 0.4120098948478699)]"
4,conception,0.2538083,"[('normative', 0.37994441390037537), ('legitimate', 0.35530394315719604), ('socially_constructed', 0.354908287525177)]"
5,conceptions,0.24970011,"[('normative', 0.4122353792190552), ('norms', 0.4074452221393585), ('taken_granted', 0.3935118615627289)]"
6,conform,0.24516903,"[('conform', 0.9999998807907104), ('norms', 0.43307018280029297), ('conformity', 0.4327104687690735)]"
7,conformity,0.28137043,"[('conformity', 1.0), ('norms', 0.5805478096008301), ('normative', 0.483224093914032)]"
8,constructions,0.24802803,"[('socially_constructed', 0.47135788202285767), ('taken_granted', 0.4142243266105652), ('cultural', 0.35277098417282104)]"
9,cultural,0.29816124,"[('cultural', 1.0), ('institutional', 0.5251688957214355), ('norms', 0.49135732650756836)]"
10,diffuse,0.25701165,"[('diffuse', 1.0), ('legitimacy', 0.35670143365859985), ('diffusion', 0.31911787390708923)]"
11,diffusion,0.23798233,"[('diffusion', 1.0), ('innovation', 0.6132374405860901), ('imitation', 0.5396313071250916)]"
12,ideological,0.2814888,"[('cultural', 0.5723302960395813), ('institutional', 0.45544469356536865), ('legitimacy', 0.42462390661239624)]"
13,ideologies,0.29800275,"[('cultural', 0.5512778759002686), ('norms', 0.4838912785053253), ('legitimacy', 0.4268438220024109)]"
14,ideology,0.27874985,"[('cultural', 0.49231016635894775), ('legitimacy', 0.41825008392333984), ('norms', 0.4007106423377991)]"
15,imperatives,0.2480584,"[('rationalized', 0.400578111410141), ('institutional', 0.38727736473083496), ('norms', 0.37791183590888977)]"
16,innovation,0.24747412,"[('innovation', 1.0), ('diffusion', 0.6132374405860901), ('imitation', 0.48280707001686096)]"
17,institution,0.2436085,"[('institutional', 0.5550349950790405), ('profession', 0.4152508080005646), ('legitimacy', 0.35094889998435974)]"
18,institutional,0.31734368,"[('institutional', 0.9999997615814209), ('cultural', 0.5251688957214355), ('legitimacy', 0.44529151916503906)]"
19,institutionalization,0.3013086,"[('institutional', 0.5192598104476929), ('institutionalize', 0.49938666820526123), ('institutionalize', 0.49938666820526123)]"
20,institutionalize,0.29605147,"[('institutionalize', 1.0), ('institutionalize', 1.0), ('rationalize', 0.4396842420101166)]"
21,institutionalized,0.3467678,"[('institutionalize', 0.5395373106002808), ('institutionalize', 0.5395373106002808), ('legitimate', 0.5339879989624023)]"
22,institutionally,0.24290697,"[('institutional', 0.43105071783065796), ('legitimate', 0.3834274411201477), ('taken_granted', 0.35219937562942505)]"
23,institutions,0.26202074,"[('institutional', 0.6630745530128479), ('cultural', 0.4029955565929413), ('norms', 0.38186436891555786)]"
24,internalized,0.27806273,"[('norms', 0.5460631847381592), ('conformity', 0.456422358751297), ('normative', 0.43786871433258057)]"
25,legitimacy,0.3312805,"[('legitimacy', 0.9999998807907104), ('legitimate', 0.6174986362457275), ('institutional', 0.44529151916503906)]"
26,legitimate,0.33780256,"[('legitimate', 1.0000001192092896), ('legitimacy', 0.6174986362457275), ('normative', 0.4432445466518402)]"
27,legitimated,0.3014994,"[('legitimate', 0.5893756151199341), ('legitimacy', 0.5240378379821777), ('taken_granted', 0.41575881838798523)]"
28,legitimating,0.30308083,"[('legitimacy', 0.602770209312439), ('legitimate', 0.5340861082077026), ('normative', 0.42260444164276123)]"
29,logic,0.24650787,"[('rationalized', 0.3706822991371155), ('normative', 0.35307687520980835), ('legitimacy', 0.3472345471382141)]"
30,norm,0.24742384,"[('norm', 1.0), ('norms', 0.6755543947219849), ('normative', 0.4956464171409607)]"
31,normative,0.33321172,"[('normative', 1.0), ('norms', 0.6488364934921265), ('norm', 0.4956464171409607)]"
32,norms,0.34064886,"[('norms', 0.9999998807907104), ('norm', 0.6755543947219849), ('normative', 0.6488364934921265)]"
33,prevailing,0.24824944,"[('taken_granted', 0.4293161630630493), ('norms', 0.40047454833984375), ('norm', 0.3837692439556122)]"
34,profession,0.24421676,"[('profession', 1.0), ('professional', 0.6646021008491516), ('institutional', 0.362029492855072)]"
35,professional,0.26033297,"[('professional', 0.9999999403953552), ('profession', 0.6646021008491516), ('institutional', 0.3736021816730499)]"
36,professionalization,0.24548401,"[('professional', 0.5713134407997131), ('profession', 0.5474986433982849), ('institutional', 0.3908923268318176)]"
